nTests,nTest,nSubs,nPubs,nTriples,sizeMsg,subName,pubName,sTimestamp,eTimestamp,tPubStore,tPushMsg,tSubStore,tTotal
1,1,10,1,1,313,sub7,pub1,1319472682744,1319472685220,52,2476,228,2756
nTests,nTest,nSubs,nPubs,nTriples,sizeMsg,subName,pubName,sTimestamp,eTimestamp,tPubStore,tPushMsg,tSubStore,tTotal
1,1,10,1,1,313,sub10,pub1,1319472682744,1319472685599,52,2855,228,3135
1,1,10,1,1,313,sub2,pub1,1319472682744,1319472685110,52,2366,267,2685
1,1,10,1,1,313,sub8,pub1,1319472682744,1319472684871,52,2127,305,2484
1,1,10,1,1,313,sub3,pub1,1319472682744,1319472685717,52,2973,287,3312
1,1,10,1,1,313,sub6,pub1,1319472682744,1319472685784,52,3040,261,3353
1,1,10,1,1,313,sub1,pub1,1319472682744,1319472686060,52,3316,41,3409
1,1,10,1,1,313,sub5,pub1,1319472682744,1319472686113,52,3369,39,3460
1,1,10,1,1,313,sub4,pub1,1319472682744,1319472686171,52,3427,38,3517
1,1,10,1,1,313,sub9,pub1,1319472682744,1319472686222,52,3478,38,3568
