nTests,nTest,nSubs,nPubs,nTriples,sizeMsg,subName,pubName,tPubStore,tPushMsg,tSubStore,tTotal
1,1,100,1,1000,124086,sub23,pub1,15,2304,94,2413
1,1,100,1,1000,124086,sub11,pub1,15,5524,89,5628
1,1,100,1,1000,124086,sub89,pub1,15,8047,84,8146
1,1,100,1,1000,124086,sub55,pub1,15,8089,132,8236
1,1,100,1,1000,124086,sub6,pub1,15,8631,88,8734
1,1,100,1,1000,124086,sub56,pub1,15,8716,95,8826
1,1,100,1,1000,124086,sub20,pub1,15,8867,87,8969
1,1,100,1,1000,124086,sub54,pub1,15,9272,90,9377
1,1,100,1,1000,124086,sub12,pub1,15,9506,92,9613
1,1,100,1,1000,124086,sub90,pub1,15,9627,90,9732
1,1,100,1,1000,124086,sub88,pub1,15,9912,88,10015
1,1,100,1,1000,124086,sub9,pub1,15,10063,98,10176
1,1,100,1,1000,124086,sub61,pub1,15,10088,183,10286
1,1,100,1,1000,124086,sub39,pub1,15,10131,175,10321
1,1,100,1,1000,124086,sub58,pub1,15,10137,254,10406
1,1,100,1,1000,124086,sub91,pub1,15,10185,321,10521
1,1,100,1,1000,124086,sub14,pub1,15,10264,348,10627
1,1,100,1,1000,124086,sub75,pub1,15,10521,169,10705
1,1,100,1,1000,124086,sub13,pub1,15,10550,225,10790
1,1,100,1,1000,124086,sub28,pub1,15,10748,115,10878
1,1,100,1,1000,124086,sub35,pub1,15,10779,163,10957
1,1,100,1,1000,124086,sub50,pub1,15,10985,125,11125
1,1,100,1,1000,124086,sub99,pub1,15,11003,263,11281
1,1,100,1,1000,124086,sub49,pub1,15,11055,320,11390
1,1,100,1,1000,124086,sub44,pub1,15,11130,330,11475
1,1,100,1,1000,124086,sub71,pub1,15,11128,408,11551
1,1,100,1,1000,124086,sub80,pub1,15,11161,476,11652
1,1,100,1,1000,124086,sub94,pub1,15,11149,550,11714
1,1,100,1,1000,124086,sub57,pub1,15,11198,616,11829
1,1,100,1,1000,124086,sub62,pub1,15,11211,677,11903
1,1,100,1,1000,124086,sub92,pub1,15,11265,760,12040
1,1,100,1,1000,124086,sub34,pub1,15,11336,773,12124
1,1,100,1,1000,124086,sub48,pub1,15,11691,506,12212
1,1,100,1,1000,124086,sub27,pub1,15,11702,584,12301
1,1,100,1,1000,124086,sub70,pub1,15,11728,674,12417
1,1,100,1,1000,124086,sub3,pub1,15,12039,454,12508
1,1,100,1,1000,124086,sub32,pub1,15,12061,523,12599
1,1,100,1,1000,124086,sub84,pub1,15,12099,588,12702
1,1,100,1,1000,124086,sub86,pub1,15,12131,666,12812
1,1,100,1,1000,124086,sub46,pub1,15,12184,711,12910
1,1,100,1,1000,124086,sub63,pub1,15,12323,666,13004
1,1,100,1,1000,124086,sub87,pub1,15,12331,743,13089
1,1,100,1,1000,124086,sub69,pub1,15,12376,790,13181
1,1,100,1,1000,124086,sub22,pub1,15,12464,789,13268
1,1,100,1,1000,124086,sub10,pub1,15,12468,896,13379
1,1,100,1,1000,124086,sub96,pub1,15,12497,1015,13527
1,1,100,1,1000,124086,sub98,pub1,15,12541,1023,13579
1,1,100,1,1000,124086,sub8,pub1,15,12629,1065,13709
1,1,100,1,1000,124086,sub74,pub1,15,12672,1129,13816
1,1,100,1,1000,124086,sub42,pub1,15,12696,1219,13930
1,1,100,1,1000,124086,sub40,pub1,15,12721,1435,14171
1,1,100,1,1000,124086,sub30,pub1,15,12745,1490,14250
1,1,100,1,1000,124086,sub85,pub1,15,12793,1524,14332
1,1,100,1,1000,124086,sub17,pub1,15,12921,1474,14410
1,1,100,1,1000,124086,sub51,pub1,15,12950,1539,14504
1,1,100,1,1000,124086,sub83,pub1,15,12999,1575,14589
1,1,100,1,1000,124086,sub2,pub1,15,13177,1475,14667
1,1,100,1,1000,124086,sub16,pub1,15,13235,1537,14787
1,1,100,1,1000,124086,sub18,pub1,15,13335,1465,14815
1,1,100,1,1000,124086,sub26,pub1,15,13411,1490,14916
1,1,100,1,1000,124086,sub59,pub1,15,13395,1565,14975
1,1,100,1,1000,124086,sub19,pub1,15,13400,1644,15059
1,1,100,1,1000,124086,sub82,pub1,15,13425,1716,15156
1,1,100,1,1000,124086,sub25,pub1,15,13535,1697,15247
1,1,100,1,1000,124086,sub72,pub1,15,13551,1763,15329
1,1,100,1,1000,124086,sub97,pub1,15,13597,1816,15428
1,1,100,1,1000,124086,sub31,pub1,15,13617,1870,15502
1,1,100,1,1000,124086,sub66,pub1,15,13716,1855,15586
1,1,100,1,1000,124086,sub41,pub1,15,13747,1906,15668
1,1,100,1,1000,124086,sub67,pub1,15,13823,1907,15745
1,1,100,1,1000,124086,sub77,pub1,15,13868,1832,15715
1,1,100,1,1000,124086,sub60,pub1,15,13852,1904,15771
1,1,100,1,1000,124086,sub73,pub1,15,13863,1980,15858
1,1,100,1,1000,124086,sub29,pub1,15,13945,2039,15999
1,1,100,1,1000,124086,sub21,pub1,15,13955,2137,16107
1,1,100,1,1000,124086,sub36,pub1,15,13951,2208,16174
1,1,100,1,1000,124086,sub78,pub1,15,13960,2293,16268
1,1,100,1,1000,124086,sub47,pub1,15,14035,2334,16384
1,1,100,1,1000,124086,sub15,pub1,15,14009,2404,16428
1,1,100,1,1000,124086,sub7,pub1,15,14080,2462,16557
1,1,100,1,1000,124086,sub76,pub1,15,14060,2543,16618
1,1,100,1,1000,124086,sub100,pub1,15,14064,2625,16704
1,1,100,1,1000,124086,sub33,pub1,15,14095,2719,16829
1,1,100,1,1000,124086,sub68,pub1,15,14729,2140,16884
1,1,100,1,1000,124086,sub52,pub1,15,15153,1860,17028
1,1,100,1,1000,124086,sub24,pub1,15,16072,1017,17104
1,1,100,1,1000,124086,sub64,pub1,15,16115,1058,17188
1,1,100,1,1000,124086,sub93,pub1,15,16147,1106,17268
1,1,100,1,1000,124086,sub37,pub1,15,16225,1112,17352
1,1,100,1,1000,124086,sub1,pub1,15,16323,1098,17436
1,1,100,1,1000,124086,sub43,pub1,15,16346,1155,17516
1,1,100,1,1000,124086,sub65,pub1,15,16634,954,17603
1,1,100,1,1000,124086,sub53,pub1,15,16739,930,17684
1,1,100,1,1000,124086,sub38,pub1,15,17401,348,17764
1,1,100,1,1000,124086,sub45,pub1,15,18066,88,18169
1,1,100,1,1000,124086,sub81,pub1,15,18611,86,18712
1,1,100,1,1000,124086,sub79,pub1,15,19525,88,19628
1,1,100,1,1000,124086,sub4,pub1,15,21334,84,21433
1,1,100,1,1000,124086,sub5,pub1,15,21499,86,21600
1,1,100,1,1000,124086,sub95,pub1,15,21982,87,22084
