nTests,nTest,nSubs,nPubs,nTriples,sizeMsg,subName,pubName,sTimestamp,eTimestamp,tPubStore,tPushMsg,tSubStore,tTotal
10,1,10,10,1,315,sub10,pub2,1319476687798,1319476687808,13,10,44,67
10,1,10,10,1,315,sub6,pub1,1319476687779,1319476687812,17,33,74,124
10,1,10,10,1,315,sub3,pub1,1319476687779,1319476687817,17,38,108,163
10,1,10,10,1,315,sub7,pub3,1319476687814,1319476687828,12,14,138,164
10,1,10,10,1,315,sub2,pub3,1319476687814,1319476687828,12,14,178,204
10,1,10,10,1,315,sub1,pub3,1319476687814,1319476687851,12,37,195,244
10,1,10,10,1,315,sub5,pub1,1319476687779,1319476687891,17,112,195,324
10,1,10,10,1,315,sub10,pub6,1319476687884,1319476687897,21,13,229,263
10,1,10,10,1,315,sub8,pub3,1319476687814,1319476687920,12,106,246,364
10,1,10,10,1,315,sub3,pub4,1319476687831,1319476687929,12,98,277,387
10,1,10,10,1,315,sub7,pub1,1319476687779,1319476687969,17,190,276,483
10,1,10,10,1,315,sub9,pub2,1319476687798,1319476687973,13,175,313,501
10,1,10,10,1,315,sub6,pub2,1319476687798,1319476687993,13,195,333,541
10,1,10,10,1,316,sub2,pub10,1319476687967,1319476688009,12,42,357,411
10,1,10,10,1,315,sub1,pub6,1319476687884,1319476688048,21,164,357,542
10,1,10,10,1,315,sub4,pub6,1319476687884,1319476688083,21,199,363,583
10,1,10,10,1,315,sub5,pub4,1319476687831,1319476688088,12,257,397,666
10,1,10,10,1,315,sub10,pub4,1319476687831,1319476688128,12,297,397,706
10,1,10,10,1,315,sub8,pub4,1319476687831,1319476688168,12,337,397,746
10,1,10,10,1,315,sub3,pub5,1319476687850,1319476688208,13,358,397,768
10,1,10,10,1,315,sub7,pub6,1319476687884,1319476688248,21,364,398,783
10,1,10,10,1,315,sub9,pub8,1319476687919,1319476688289,12,370,397,779
10,1,10,10,1,315,sub6,pub5,1319476687850,1319476688328,13,478,397,888
10,1,10,10,1,315,sub2,pub4,1319476687831,1319476688369,12,538,397,947
10,1,10,10,1,315,sub1,pub1,1319476687779,1319476688409,17,630,397,1044
10,1,10,10,1,315,sub4,pub4,1319476687831,1319476688448,12,617,397,1026
10,1,10,10,1,315,sub5,pub8,1319476687919,1319476688488,12,569,397,978
10,1,10,10,1,315,sub10,pub5,1319476687850,1319476688529,13,679,397,1089
10,1,10,10,1,315,sub8,pub8,1319476687919,1319476688569,12,650,397,1059
10,1,10,10,1,315,sub3,pub2,1319476687798,1319476688609,13,811,397,1221
10,1,10,10,1,315,sub7,pub8,1319476687919,1319476688649,12,730,397,1139
10,1,10,10,1,315,sub9,pub1,1319476687779,1319476688689,17,910,397,1324
10,1,10,10,1,315,sub6,pub3,1319476687814,1319476688728,12,914,397,1323
10,1,10,10,1,315,sub2,pub5,1319476687850,1319476688769,13,919,397,1329
10,1,10,10,1,316,sub1,pub10,1319476687967,1319476688809,12,842,397,1251
10,1,10,10,1,315,sub4,pub7,1319476687900,1319476688848,13,948,397,1358
10,1,10,10,1,315,sub5,pub2,1319476687798,1319476688888,13,1090,397,1500
10,1,10,10,1,315,sub10,pub1,1319476687779,1319476688928,17,1149,397,1563
10,1,10,10,1,315,sub8,pub5,1319476687850,1319476688969,13,1119,398,1530
10,1,10,10,1,315,sub3,pub7,1319476687900,1319476689008,13,1108,397,1518
10,1,10,10,1,315,sub7,pub9,1319476687948,1319476689048,16,1100,397,1513
10,1,10,10,1,315,sub9,pub5,1319476687850,1319476689088,13,1238,397,1648
10,1,10,10,1,316,sub6,pub10,1319476687967,1319476689128,12,1161,397,1570
10,1,10,10,1,315,sub2,pub7,1319476687900,1319476689168,13,1268,397,1678
10,1,10,10,1,315,sub1,pub2,1319476687798,1319476689209,13,1411,397,1821
10,1,10,10,1,315,sub4,pub3,1319476687814,1319476689248,12,1434,397,1843
10,1,10,10,1,315,sub5,pub9,1319476687948,1319476689288,16,1340,397,1753
10,1,10,10,1,315,sub10,pub3,1319476687814,1319476689329,12,1515,397,1924
10,1,10,10,1,315,sub8,pub1,1319476687779,1319476689369,17,1590,396,2003
10,1,10,10,1,315,sub3,pub6,1319476687884,1319476689408,21,1524,397,1942
