nTests,nTest,nSubs,nPubs,nTriples,sizeMsg,subName,pubName,sTimestamp,eTimestamp,tPubStore,tPushMsg,tSubStore,tTotal
10,1,10,10,10,1432,sub6,pub1,1319476698213,1319476698235,24,22,40,86
10,1,10,10,10,1432,sub10,pub2,1319476698230,1319476698240,11,10,75,96
10,1,10,10,10,1432,sub3,pub1,1319476698213,1319476698251,24,38,104,166
10,1,10,10,10,1432,sub2,pub3,1319476698248,1319476698260,12,12,134,158
10,1,10,10,10,1432,sub7,pub3,1319476698248,1319476698264,12,16,170,198
10,1,10,10,10,1432,sub1,pub3,1319476698248,1319476698272,12,24,202,238
10,1,10,10,10,1432,sub9,pub2,1319476698230,1319476698284,11,54,231,296
10,1,10,10,10,1432,sub6,pub2,1319476698230,1319476698286,11,56,268,335
10,1,10,10,10,1432,sub8,pub3,1319476698248,1319476698310,12,62,284,358
10,1,10,10,10,1432,sub5,pub1,1319476698213,1319476698314,24,101,320,445
10,1,10,10,10,1432,sub10,pub6,1319476698328,1319476698344,13,16,330,359
10,1,10,10,10,1432,sub3,pub2,1319476698230,1319476698356,11,126,358,495
10,1,10,10,10,1432,sub7,pub1,1319476698213,1319476698437,24,224,318,566
10,1,10,10,10,1432,sub2,pub4,1319476698275,1319476698447,18,172,348,538
10,1,10,10,10,1432,sub1,pub6,1319476698328,1319476698476,13,148,358,519
10,1,10,10,10,1432,sub4,pub3,1319476698248,1319476698487,12,239,388,639
10,1,10,10,10,1432,sub9,pub8,1319476698365,1319476698516,13,151,398,562
10,1,10,10,10,1432,sub6,pub3,1319476698248,1319476698557,12,309,398,719
10,1,10,10,10,1432,sub8,pub4,1319476698275,1319476698596,18,321,398,737
10,1,10,10,10,1432,sub5,pub4,1319476698275,1319476698636,18,361,398,777
10,1,10,10,10,1432,sub10,pub4,1319476698275,1319476698676,18,401,398,817
10,1,10,10,10,1432,sub3,pub4,1319476698275,1319476698716,18,441,398,857
10,1,10,10,10,1432,sub7,pub6,1319476698328,1319476698756,13,428,398,839
10,1,10,10,10,1433,sub2,pub10,1319476698414,1319476698796,18,382,398,798
10,1,10,10,10,1432,sub1,pub1,1319476698213,1319476698836,24,623,398,1045
10,1,10,10,10,1432,sub4,pub4,1319476698275,1319476698876,18,601,398,1017
10,1,10,10,10,1432,sub9,pub1,1319476698213,1319476698916,24,703,398,1125
10,1,10,10,10,1432,sub6,pub5,1319476698302,1319476698957,14,655,398,1067
10,1,10,10,10,1432,sub8,pub8,1319476698365,1319476698996,13,631,398,1042
10,1,10,10,10,1432,sub5,pub8,1319476698365,1319476699036,13,671,398,1082
10,1,10,10,10,1432,sub10,pub3,1319476698248,1319476699076,12,828,398,1238
10,1,10,10,10,1432,sub3,pub5,1319476698302,1319476699116,14,814,398,1226
10,1,10,10,10,1432,sub7,pub8,1319476698365,1319476699156,13,791,398,1202
10,1,10,10,10,1432,sub2,pub5,1319476698302,1319476699196,14,894,398,1306
10,1,10,10,10,1432,sub1,pub2,1319476698230,1319476699236,11,1006,398,1415
10,1,10,10,10,1432,sub4,pub6,1319476698328,1319476699276,13,948,398,1359
10,1,10,10,10,1432,sub9,pub4,1319476698275,1319476699316,18,1041,398,1457
10,1,10,10,10,1432,sub6,pub8,1319476698365,1319476699356,13,991,397,1401
10,1,10,10,10,1432,sub8,pub2,1319476698230,1319476699396,11,1166,398,1575
10,1,10,10,10,1432,sub5,pub2,1319476698230,1319476699436,11,1206,398,1615
10,1,10,10,10,1432,sub10,pub1,1319476698213,1319476699476,24,1263,398,1685
10,1,10,10,10,1432,sub3,pub7,1319476698346,1319476699516,12,1170,398,1580
10,1,10,10,10,1432,sub7,pub2,1319476698230,1319476699556,11,1326,398,1735
10,1,10,10,10,1432,sub2,pub7,1319476698346,1319476699596,12,1250,398,1660
10,1,10,10,10,1433,sub1,pub10,1319476698414,1319476699636,18,1222,398,1638
10,1,10,10,10,1432,sub4,pub1,1319476698213,1319476699676,24,1463,398,1885
10,1,10,10,10,1432,sub9,pub5,1319476698302,1319476699716,14,1414,398,1826
10,1,10,10,10,1432,sub6,pub6,1319476698328,1319476699756,13,1428,398,1839
10,1,10,10,10,1432,sub8,pub1,1319476698213,1319476699796,24,1583,398,2005
10,1,10,10,10,1432,sub5,pub7,1319476698346,1319476699837,12,1491,398,1901
10,1,10,10,10,1432,sub10,pub5,1319476698302,1319476699876,14,1574,398,1986
10,1,10,10,10,1432,sub3,pub3,1319476698248,1319476699917,12,1669,397,2078
10,1,10,10,10,1432,sub7,pub9,1319476698383,1319476699957,13,1574,398,1985
10,1,10,10,10,1432,sub2,pub1,1319476698213,1319476699997,24,1784,398,2206
10,1,10,10,10,1432,sub1,pub4,1319476698275,1319476700037,18,1762,397,2177
10,1,10,10,10,1432,sub4,pub7,1319476698346,1319476700077,12,1731,398,2141
10,1,10,10,10,1432,sub9,pub7,1319476698346,1319476700116,12,1770,398,2180
10,1,10,10,10,1432,sub6,pub7,1319476698346,1319476700156,12,1810,398,2220
10,1,10,10,10,1432,sub8,pub5,1319476698302,1319476700196,14,1894,398,2306
10,1,10,10,10,1432,sub5,pub9,1319476698383,1319476700236,13,1853,398,2264
10,1,10,10,10,1432,sub10,pub9,1319476698383,1319476700276,13,1893,397,2303
10,1,10,10,10,1432,sub3,pub6,1319476698328,1319476700316,13,1988,399,2400
10,1,10,10,10,1432,sub7,pub5,1319476698302,1319476700356,14,2054,402,2470
10,1,10,10,10,1432,sub2,pub2,1319476698230,1319476700396,11,2166,402,2579
10,1,10,10,10,1432,sub1,pub8,1319476698365,1319476700436,13,2071,403,2487
10,1,10,10,10,1432,sub4,pub2,1319476698230,1319476700476,11,2246,403,2660
10,1,10,10,10,1432,sub9,pub3,1319476698248,1319476700516,12,2268,402,2682
10,1,10,10,10,1433,sub6,pub10,1319476698414,1319476700556,18,2142,402,2562
10,1,10,10,10,1432,sub8,pub6,1319476698328,1319476700596,13,2268,402,2683
10,1,10,10,10,1432,sub5,pub3,1319476698248,1319476700636,12,2388,402,2802
10,1,10,10,10,1433,sub10,pub10,1319476698414,1319476700677,18,2263,401,2682
10,1,10,10,10,1432,sub3,pub9,1319476698383,1319476700716,13,2333,402,2748
10,1,10,10,10,1432,sub7,pub4,1319476698275,1319476700760,18,2485,399,2902
10,1,10,10,10,1432,sub2,pub6,1319476698328,1319476700800,13,2472,397,2882
