nTests,nTest,nSubs,nPubs,nTriples,sizeMsg,subName,pubName,sTimestamp,eTimestamp,tPubStore,tPushMsg,tSubStore,tTotal
1,1,10,1,10,1430,sub8,pub1,1319472692905,1319472694636,15,1731,321,2067
1,1,10,1,10,1430,sub2,pub1,1319472692905,1319472694661,15,1756,332,2103
1,1,10,1,10,1430,sub7,pub1,1319472692905,1319472694671,15,1766,361,2142
1,1,10,1,10,1430,sub10,pub1,1319472692905,1319472694708,15,1803,366,2184
1,1,10,1,10,1430,sub3,pub1,1319472692905,1319472694719,15,1814,396,2225
1,1,10,1,10,1430,sub6,pub1,1319472692905,1319472694728,15,1823,425,2263
1,1,10,1,10,1430,sub1,pub1,1319472692905,1319472694772,15,1867,423,2305
1,1,10,1,10,1430,sub5,pub1,1319472692905,1319472694780,15,1875,454,2344
1,1,10,1,10,1430,sub4,pub1,1319472692905,1319472694787,15,1882,489,2386
1,1,10,1,10,1430,sub9,pub1,1319472692905,1319472694808,15,1903,507,2425
