nTests,nTest,nSubs,nPubs,nTriples,sizeMsg,subName,pubName,tPubStore,tPushMsg,tSubStore,tTotal
1,1,100,1,1,314,sub23,pub1,30,1595,41,1666
1,1,100,1,1,314,sub84,pub1,30,1599,77,1706
1,1,100,1,1,314,sub20,pub1,30,1601,115,1746
1,1,100,1,1,314,sub77,pub1,30,1605,152,1787
1,1,100,1,1,314,sub61,pub1,30,1610,185,1825
1,1,100,1,1,314,sub6,pub1,30,1614,222,1866
1,1,100,1,1,314,sub58,pub1,30,1616,260,1906
1,1,100,1,1,314,sub11,pub1,30,1630,286,1946
1,1,100,1,1,314,sub25,pub1,30,1631,325,1986
1,1,100,1,1,314,sub17,pub1,30,1633,363,2026
1,1,100,1,1,314,sub44,pub1,30,1642,392,2064
1,1,100,1,1,314,sub9,pub1,30,1645,430,2105
1,1,100,1,1,314,sub93,pub1,30,1645,470,2145
1,1,100,1,1,314,sub33,pub1,30,1656,498,2184
1,1,100,1,1,314,sub32,pub1,30,1668,527,2225
1,1,100,1,1,314,sub5,pub1,30,1671,564,2265
1,1,100,1,1,314,sub1,pub1,30,1675,599,2304
1,1,100,1,1,314,sub43,pub1,30,1678,637,2345
1,1,100,1,1,314,sub40,pub1,30,1678,677,2385
1,1,100,1,1,314,sub90,pub1,30,1682,713,2425
1,1,100,1,1,314,sub3,pub1,30,1682,753,2465
1,1,100,1,1,314,sub56,pub1,30,1691,784,2505
1,1,100,1,1,314,sub66,pub1,30,1691,824,2545
1,1,100,1,1,314,sub73,pub1,30,1713,842,2585
1,1,100,1,1,314,sub97,pub1,30,1718,877,2625
1,1,100,1,1,314,sub59,pub1,30,1719,916,2665
1,1,100,1,1,314,sub35,pub1,30,1721,954,2705
1,1,100,1,1,314,sub7,pub1,30,1727,988,2745
1,1,100,1,1,314,sub26,pub1,30,1731,1025,2786
1,1,100,1,1,314,sub80,pub1,30,1742,1053,2825
1,1,100,1,1,314,sub79,pub1,30,1754,1082,2866
1,1,100,1,1,314,sub99,pub1,30,1755,1120,2905
1,1,100,1,1,314,sub71,pub1,30,1756,1159,2945
1,1,100,1,1,314,sub95,pub1,30,1757,1198,2985
1,1,100,1,1,314,sub74,pub1,30,1759,1236,3025
1,1,100,1,1,314,sub46,pub1,30,1768,1267,3065
1,1,100,1,1,314,sub72,pub1,30,1775,1301,3106
1,1,100,1,1,314,sub65,pub1,30,1781,1334,3145
1,1,100,1,1,314,sub38,pub1,30,1782,1373,3185
1,1,100,1,1,314,sub24,pub1,30,1789,1407,3226
1,1,100,1,1,314,sub41,pub1,30,1791,1444,3265
1,1,100,1,1,314,sub36,pub1,30,1792,1483,3305
1,1,100,1,1,314,sub67,pub1,30,1795,1521,3346
1,1,100,1,1,314,sub70,pub1,30,1807,1548,3385
1,1,100,1,1,314,sub42,pub1,30,1812,1583,3425
1,1,100,1,1,314,sub68,pub1,30,1815,1620,3465
1,1,100,1,1,314,sub100,pub1,30,1820,1655,3505
