nTests,nTest,nSubs,nPubs,nTriples,sizeMsg,subName,pubName,sTimestamp,eTimestamp,tPubStore,tPushMsg,tSubStore,tTotal
30,1,1,10,100,12588,sub1,pub1,1319482513355,1319482513503,19,148,42,209
30,1,1,10,100,12588,sub1,pub4,1319482513459,1319482513622,14,163,42,219
30,1,1,10,100,12588,sub1,pub3,1319482513420,1319482513670,11,250,43,304
30,1,1,10,100,12588,sub1,pub7,1319482513576,1319482513827,12,251,41,304
30,1,1,10,100,12588,sub1,pub2,1319482513384,1319482513981,12,597,44,653
30,1,1,10,100,12589,sub1,pub10,1319482513720,1319482514159,18,439,43,500
30,1,1,10,100,12588,sub1,pub8,1319482513614,1319482514488,15,874,42,931
30,1,1,10,100,12588,sub1,pub5,1319482513505,1319482514735,19,1230,42,1291
30,1,1,10,100,12588,sub1,pub9,1319482513661,1319482515254,16,1593,44,1653
30,1,1,10,100,12588,sub1,pub6,1319482513545,1319482515303,16,1758,43,1817
30,2,1,10,100,12588,sub1,pub1,1319482619868,1319482620034,21,166,44,231
30,2,1,10,100,12588,sub1,pub4,1319482619982,1319482620082,15,100,44,159
30,2,1,10,100,12588,sub1,pub3,1319482619947,1319482620130,13,183,44,240
30,2,1,10,100,12588,sub1,pub7,1319482620152,1319482620444,17,292,43,352
30,2,1,10,100,12588,sub1,pub2,1319482619913,1319482620672,25,759,42,826
30,2,1,10,100,12589,sub1,pub10,1319482620273,1319482620718,25,445,44,514
30,2,1,10,100,12588,sub1,pub8,1319482620187,1319482621037,13,850,44,907
30,2,1,10,100,12588,sub1,pub5,1319482620011,1319482621265,13,1254,41,1308
30,2,1,10,100,12588,sub1,pub6,1319482620114,1319482621716,19,1602,43,1664
30,2,1,10,100,12588,sub1,pub9,1319482620222,1319482621767,15,1545,43,1603
30,3,1,10,100,12588,sub1,pub3,1319482725892,1319482726042,15,150,44,209
30,3,1,10,100,12588,sub1,pub4,1319482725969,1319482726089,24,120,44,188
30,3,1,10,100,12588,sub1,pub1,1319482725820,1319482726145,14,325,42,381
30,3,1,10,100,12588,sub1,pub7,1319482726125,1319482726618,23,493,44,560
30,3,1,10,100,12588,sub1,pub2,1319482725856,1319482726692,16,836,42,894
30,3,1,10,100,12589,sub1,pub10,1319482726276,1319482726797,15,521,44,580
30,3,1,10,100,12588,sub1,pub8,1319482726176,1319482727308,20,1132,43,1195
30,3,1,10,100,12588,sub1,pub5,1319482726012,1319482727584,15,1572,43,1630
30,3,1,10,100,12588,sub1,pub9,1319482726216,1319482727802,16,1586,44,1646
30,3,1,10,100,12588,sub1,pub6,1319482726064,1319482727868,21,1804,50,1875
30,4,1,10,100,12588,sub1,pub4,1319482832316,1319482832446,13,130,44,187
30,4,1,10,100,12588,sub1,pub3,1319482832284,1319482832494,13,210,44,267
30,4,1,10,100,12588,sub1,pub1,1319482832183,1319482832541,20,358,44,422
30,4,1,10,100,12588,sub1,pub2,1319482832249,1319482832688,14,439,42,495
30,4,1,10,100,12588,sub1,pub7,1319482832451,1319482832801,16,350,44,410
30,4,1,10,100,12589,sub1,pub10,1319482832600,1319482833062,20,462,52,534
30,4,1,10,100,12588,sub1,pub8,1319482832508,1319482833548,19,1040,41,1100
30,4,1,10,100,12588,sub1,pub5,1319482832357,1319482833777,13,1420,42,1475
30,4,1,10,100,12588,sub1,pub9,1319482832559,1319482834016,15,1457,42,1514
