nTests,nTest,nSubs,nPubs,nTriples,sizeMsg,subName,pubName,sTimestamp,eTimestamp,tPubStore,tPushMsg,tSubStore,tTotal
1,1,10,1,100,12587,sub8,pub1,1319472703149,1319472704918,13,1769,48,1830
1,1,10,1,100,12587,sub2,pub1,1319472703149,1319472704970,13,1821,56,1890
1,1,10,1,100,12587,sub7,pub1,1319472703149,1319472704989,13,1840,89,1942
1,1,10,1,100,12587,sub10,pub1,1319472703149,1319472705056,13,1907,68,1988
1,1,10,1,100,12587,sub1,pub1,1319472703149,1319472705188,13,2039,44,2096
1,1,10,1,100,12587,sub5,pub1,1319472703149,1319472705203,13,2054,69,2136
1,1,10,1,100,12587,sub4,pub1,1319472703149,1319472705225,13,2076,45,2134
1,1,10,1,100,12587,sub3,pub1,1319472703149,1319472705091,13,1942,85,2040
1,1,10,1,100,12587,sub6,pub1,1319472703149,1319472705124,13,1975,44,2032
1,1,10,1,100,12587,sub9,pub1,1319472703149,1319472705228,13,2079,87,2179
