1,1,500,1,1,314,sub197,pub1,26,675,5123,5824
1,1,500,1,1,314,sub331,pub1,26,680,5159,5865
1,1,500,1,1,314,sub110,pub1,26,681,5197,5904
1,1,500,1,1,314,sub10,pub1,26,684,5234,5944
1,1,500,1,1,314,sub76,pub1,26,684,5274,5984
1,1,500,1,1,314,sub4,pub1,26,687,5311,6024
1,1,500,1,1,314,sub497,pub1,26,688,5351,6065
1,1,500,1,1,314,sub284,pub1,26,686,5386,6098
1,1,500,1,1,314,sub88,pub1,26,692,5426,6144
1,1,500,1,1,314,sub48,pub1,26,678,5466,6170
1,1,500,1,1,314,sub253,pub1,26,682,5517,6225
1,1,500,1,1,314,sub83,pub1,26,690,5545,6261
1,1,500,1,1,314,sub429,pub1,26,695,5583,6304
1,1,500,1,1,314,sub163,pub1,26,698,5620,6344
1,1,500,1,1,314,sub373,pub1,26,700,5658,6384
1,1,500,1,1,314,sub368,pub1,26,703,5695,6424
1,1,500,1,1,314,sub157,pub1,26,703,5735,6464
1,1,500,1,1,314,sub68,pub1,26,705,5773,6504
1,1,500,1,1,314,sub138,pub1,26,707,5811,6544
1,1,500,1,1,314,sub72,pub1,26,707,5851,6584
1,1,500,1,1,314,sub155,pub1,26,712,5886,6624
1,1,500,1,1,314,sub86,pub1,26,712,5926,6664
1,1,500,1,1,314,sub79,pub1,26,716,5963,6705
1,1,500,1,1,314,sub361,pub1,26,720,5998,6744
1,1,500,1,1,314,sub403,pub1,26,721,6037,6784
1,1,500,1,1,314,sub401,pub1,26,723,6075,6824
1,1,500,1,1,314,sub500,pub1,26,723,6115,6864
1,1,500,1,1,314,sub217,pub1,26,728,6150,6904
1,1,500,1,1,314,sub495,pub1,26,728,6190,6944
1,1,500,1,1,314,sub269,pub1,26,730,6228,6984
1,1,500,1,1,314,sub341,pub1,26,731,6267,7024
1,1,500,1,1,314,sub218,pub1,26,733,6305,7064
1,1,500,1,1,314,sub477,pub1,26,735,6343,7104
1,1,500,1,1,314,sub405,pub1,26,736,6382,7144
1,1,500,1,1,314,sub261,pub1,26,740,6419,7185
1,1,500,1,1,314,sub312,pub1,26,740,6458,7224
1,1,500,1,1,314,sub447,pub1,26,743,6495,7264
1,1,500,1,1,314,sub58,pub1,26,744,6534,7304
1,1,500,1,1,314,sub458,pub1,26,748,6570,7344
1,1,500,1,1,314,sub186,pub1,26,749,6609,7384
1,1,500,1,1,314,sub132,pub1,26,751,6647,7424
1,1,500,1,1,314,sub371,pub1,26,751,6687,7464
1,1,500,1,1,314,sub436,pub1,26,748,6725,7499
1,1,500,1,1,314,sub294,pub1,26,754,6764,7544
1,1,500,1,1,314,sub42,pub1,26,755,6803,7584
1,1,500,1,1,314,sub408,pub1,26,757,6841,7624
1,1,500,1,1,314,sub340,pub1,26,760,6878,7664
1,1,500,1,1,314,sub94,pub1,26,760,6928,7714
1,1,500,1,1,314,sub115,pub1,26,762,6956,7744
1,1,500,1,1,314,sub96,pub1,26,765,6994,7785
1,1,500,1,1,314,sub114,pub1,26,767,7031,7824
1,1,500,1,1,314,sub326,pub1,26,769,7069,7864
1,1,500,1,1,314,sub398,pub1,26,771,7107,7904
1,1,500,1,1,314,sub63,pub1,26,746,7128,7900
1,1,500,1,1,314,sub12,pub1,26,781,7177,7984
1,1,500,1,1,314,sub240,pub1,26,695,7303,8024
1,1,500,1,1,314,sub252,pub1,26,771,7267,8064
1,1,500,1,1,314,sub203,pub1,26,757,7321,8104
1,1,500,1,1,314,sub15,pub1,26,785,7333,8144
1,1,500,1,1,314,sub350,pub1,26,778,7379,8183
1,1,500,1,1,314,sub345,pub1,26,778,7420,8224
1,1,500,1,1,314,sub191,pub1,26,784,7454,8264
1,1,500,1,1,314,sub455,pub1,26,2470,5701,8197
1,1,500,1,1,314,sub113,pub1,26,2464,5741,8231
1,1,500,1,1,314,sub147,pub1,26,2461,5781,8268
1,1,500,1,1,314,sub123,pub1,26,720,7620,8366
1,1,500,1,1,314,sub107,pub1,26,2509,5860,8395
1,1,500,1,1,314,sub40,pub1,26,2270,5898,8194
1,1,500,1,1,314,sub325,pub1,26,2510,6007,8543
1,1,500,1,1,314,sub296,pub1,26,2507,6050,8583
1,1,500,1,1,314,sub372,pub1,26,2504,6094,8624
1,1,500,1,1,314,sub47,pub1,26,2422,6216,8664
1,1,500,1,1,314,sub5,pub1,26,2373,6043,8442
1,1,500,1,1,314,sub476,pub1,26,2565,6045,8636
1,1,500,1,1,314,sub483,pub1,26,2555,6045,8626
1,1,500,1,1,314,sub232,pub1,26,2500,6298,8824
1,1,500,1,1,314,sub462,pub1,26,2496,6342,8864
1,1,500,1,1,314,sub385,pub1,26,2438,6387,8851
1,1,500,1,1,314,sub59,pub1,26,2493,6340,8859
1,1,500,1,1,314,sub490,pub1,26,2469,6489,8984
1,1,500,1,1,314,sub67,pub1,26,2481,6420,8927
1,1,500,1,1,314,sub246,pub1,26,2449,6545,9020
1,1,500,1,1,314,sub149,pub1,26,2375,6441,8842
1,1,500,1,1,314,sub470,pub1,26,2565,6443,9034
1,1,500,1,1,314,sub51,pub1,26,2555,6443,9024
1,1,500,1,1,314,sub116,pub1,26,2464,6734,9224
1,1,500,1,1,314,sub135,pub1,26,2496,6742,9264
1,1,500,1,1,314,sub451,pub1,26,2517,6761,9304
1,1,500,1,1,314,sub27,pub1,26,2516,6802,9344
1,1,500,1,1,314,sub330,pub1,26,2514,6843,9383
1,1,500,1,1,314,sub316,pub1,26,2513,6885,9424
1,1,500,1,1,314,sub352,pub1,26,2290,6858,9174
1,1,500,1,1,314,sub482,pub1,26,2512,6966,9504
1,1,500,1,1,314,sub200,pub1,26,2507,7011,9544
1,1,500,1,1,314,sub310,pub1,26,2504,7054,9584
1,1,500,1,1,314,sub32,pub1,26,2501,7097,9624
1,1,500,1,1,314,sub54,pub1,26,2499,7139,9664
1,1,500,1,1,314,sub498,pub1,26,2312,7366,9704
1,1,500,1,1,314,sub480,pub1,26,786,7406,8218
1,1,500,1,1,314,sub30,pub1,26,2314,7444,9784
1,1,500,1,1,314,sub140,pub1,26,2420,7378,9824
1,1,500,1,1,314,sub415,pub1,26,2317,7521,9864
1,1,500,1,1,314,sub50,pub1,26,2420,7458,9904
1,1,500,1,1,314,sub179,pub1,26,2375,7280,9681
1,1,500,1,1,314,sub211,pub1,26,2564,7281,9871
1,1,500,1,1,314,sub91,pub1,26,2554,7281,9861
1,1,500,1,1,314,sub441,pub1,26,2319,7720,10065
1,1,500,1,1,314,sub347,pub1,26,2321,7757,10104
1,1,500,1,1,314,sub466,pub1,26,2417,7701,10144
1,1,500,1,1,314,sub295,pub1,26,2274,7836,10136
1,1,500,1,1,314,sub485,pub1,26,2415,7783,10224
1,1,500,1,1,314,sub64,pub1,26,2325,7913,10264
1,1,500,1,1,314,sub250,pub1,26,2414,7864,10304
1,1,500,1,1,314,sub285,pub1,26,2328,7990,10344
1,1,500,1,1,314,sub136,pub1,26,2409,7948,10383
1,1,500,1,1,314,sub359,pub1,26,2330,8068,10424
1,1,500,1,1,314,sub318,pub1,26,2266,8030,10322
1,1,500,1,1,314,sub127,pub1,26,2333,8145,10504
1,1,500,1,1,314,sub35,pub1,26,2407,8111,10544
1,1,500,1,1,314,sub291,pub1,26,2414,7959,10399
1,1,500,1,1,314,sub364,pub1,26,2405,8193,10624
1,1,500,1,1,314,sub254,pub1,26,2388,8250,10664
1,1,500,1,1,314,sub131,pub1,26,2327,8274,10627
1,1,500,1,1,314,sub24,pub1,26,2390,8328,10744
1,1,500,1,1,314,sub256,pub1,26,2365,8356,10747
1,1,500,1,1,314,sub190,pub1,26,2386,8397,10809
1,1,500,1,1,314,sub336,pub1,26,2399,8439,10864
1,1,500,1,1,314,sub95,pub1,26,2397,8481,10904
1,1,500,1,1,314,sub44,pub1,26,2276,8523,10825
1,1,500,1,1,314,sub28,pub1,26,2394,8564,10984
1,1,500,1,1,314,sub353,pub1,26,2392,8606,11024
1,1,500,1,1,314,sub389,pub1,26,2377,8398,10801
1,1,500,1,1,314,sub164,pub1,26,2564,8399,10989
1,1,500,1,1,314,sub17,pub1,26,2563,8437,11026
1,1,500,1,1,314,sub189,pub1,26,2554,8439,11019
1,1,500,1,1,314,sub449,pub1,26,717,10406,11149
1,1,500,1,1,314,sub308,pub1,26,773,10465,11264
1,1,500,1,1,314,sub356,pub1,26,776,10502,11304
1,1,500,1,1,314,sub486,pub1,26,738,10581,11345
1,1,500,1,1,314,sub175,pub1,26,768,10567,11361
1,1,500,1,1,314,sub263,pub1,26,709,10689,11424
1,1,500,1,1,314,sub73,pub1,26,782,10647,11455
1,1,500,1,1,314,sub236,pub1,26,776,10702,11504
1,1,500,1,1,314,sub106,pub1,26,710,10728,11464
1,1,500,1,1,314,sub475,pub1,26,670,10887,11583
1,1,500,1,1,314,sub98,pub1,26,726,10809,11561
1,1,500,1,1,314,sub1,pub1,26,650,10841,11517
1,1,500,1,1,314,sub225,pub1,26,679,10889,11594
1,1,500,1,1,314,sub2,pub1,26,654,10920,11600
1,1,500,1,1,314,sub36,pub1,26,2487,9270,11783
1,1,500,1,1,314,sub242,pub1,26,2484,9313,11823
1,1,500,1,1,314,sub367,pub1,26,2478,9359,11863
1,1,500,1,1,314,sub438,pub1,26,2473,9405,11904
1,1,500,1,1,314,sub18,pub1,26,2467,9451,11944
1,1,500,1,1,314,sub471,pub1,26,2455,9502,11983
1,1,500,1,1,314,sub469,pub1,26,2450,9548,12024
1,1,500,1,1,314,sub41,pub1,26,2443,9594,12063
1,1,500,1,1,314,sub142,pub1,26,2441,9637,12104
1,1,500,1,1,314,sub231,pub1,26,2438,9680,12144
1,1,500,1,1,314,sub97,pub1,26,2432,9726,12184
1,1,500,1,1,314,sub339,pub1,26,2426,9773,12225
1,1,500,1,1,314,sub434,pub1,26,2490,9747,12263
1,1,500,1,1,314,sub314,pub1,26,2429,9849,12304
1,1,500,1,1,314,sub399,pub1,26,2462,9828,12316
1,1,500,1,1,314,sub233,pub1,26,2484,9870,12380
1,1,500,1,1,314,sub260,pub1,26,2479,9919,12424
1,1,500,1,1,314,sub366,pub1,26,2477,9961,12464
1,1,500,1,1,314,sub62,pub1,26,2476,10002,12504
1,1,500,1,1,314,sub108,pub1,26,2474,10044,12544
1,1,500,1,1,314,sub214,pub1,26,2472,10086,12584
1,1,500,1,1,314,sub281,pub1,26,2467,10131,12624
1,1,500,1,1,314,sub53,pub1,26,2459,10178,12663
1,1,500,1,1,314,sub166,pub1,26,2458,10220,12704
1,1,500,1,1,314,sub387,pub1,26,2457,10261,12744
1,1,500,1,1,314,sub34,pub1,26,2454,10303,12783
1,1,500,1,1,314,sub241,pub1,26,2453,10345,12824
1,1,500,1,1,314,sub427,pub1,26,2452,10386,12864
1,1,500,1,1,314,sub258,pub1,26,2412,10466,12904
1,1,500,1,1,314,sub283,pub1,26,2446,10471,12943
1,1,500,1,1,314,sub229,pub1,26,2446,10511,12983
1,1,500,1,1,314,sub380,pub1,26,2442,10555,13023
1,1,500,1,1,314,sub193,pub1,26,2440,10598,13064
1,1,500,1,1,314,sub302,pub1,26,2435,10643,13104
1,1,500,1,1,314,sub150,pub1,26,2435,10683,13144
1,1,500,1,1,314,sub188,pub1,26,2431,10726,13183
1,1,500,1,1,314,sub384,pub1,26,2429,10769,13224
1,1,500,1,1,314,sub292,pub1,26,2427,10811,13264
1,1,500,1,1,314,sub333,pub1,26,2425,10853,13304
1,1,500,1,1,314,sub300,pub1,26,2382,10716,13124
1,1,500,1,1,314,sub393,pub1,26,2308,11050,13384
1,1,500,1,1,314,sub223,pub1,26,2305,11093,13424
1,1,500,1,1,314,sub286,pub1,26,2303,11135,13464
1,1,500,1,1,314,sub474,pub1,26,2301,11178,13505
1,1,500,1,1,314,sub320,pub1,26,2300,11218,13544
1,1,500,1,1,314,sub20,pub1,26,2298,11260,13584
1,1,500,1,1,314,sub251,pub1,26,2294,11303,13623
1,1,500,1,1,314,sub244,pub1,26,2294,11343,13663
1,1,500,1,1,314,sub324,pub1,26,2292,11386,13704
1,1,500,1,1,314,sub305,pub1,26,2379,11113,13518
1,1,500,1,1,314,sub99,pub1,26,2287,11471,13784
1,1,500,1,1,314,sub119,pub1,26,2285,11513,13824
1,1,500,1,1,314,sub386,pub1,26,2280,11558,13864
1,1,500,1,1,314,sub491,pub1,26,2277,11601,13904
1,1,500,1,1,314,sub381,pub1,26,2276,11642,13944
1,1,500,1,1,314,sub39,pub1,26,2272,11686,13984
1,1,500,1,1,314,sub445,pub1,26,2271,11727,14024
1,1,500,1,1,314,sub392,pub1,26,2376,11430,13832
1,1,500,1,1,314,sub220,pub1,26,2267,11811,14104
1,1,500,1,1,314,sub394,pub1,26,2264,11854,14144
1,1,500,1,1,314,sub207,pub1,26,2263,11894,14183
1,1,500,1,1,314,sub9,pub1,26,2261,11937,14224
1,1,500,1,1,314,sub22,pub1,26,2422,11816,14264
1,1,500,1,1,314,sub45,pub1,26,2417,11861,14304
1,1,500,1,1,314,sub304,pub1,26,2411,11907,14344
1,1,500,1,1,314,sub348,pub1,26,2212,12146,14384
1,1,500,1,1,314,sub43,pub1,26,2494,11740,14260
1,1,500,1,1,314,sub16,pub1,26,2557,11731,14314
1,1,500,1,1,314,sub376,pub1,26,2556,11770,14352
1,1,500,1,1,314,sub185,pub1,26,2556,11808,14390
1,1,500,1,1,314,sub160,pub1,26,2555,11846,14427
1,1,500,1,1,314,sub334,pub1,26,2553,11876,14455
1,1,500,1,1,314,sub479,pub1,26,2553,11914,14493
1,1,500,1,1,314,sub112,pub1,26,2552,11953,14531
1,1,500,1,1,314,sub31,pub1,26,2552,11991,14569
1,1,500,1,1,314,sub357,pub1,26,2551,12029,14606
1,1,500,1,1,314,sub156,pub1,26,2387,13343,15756
1,1,500,1,1,314,sub315,pub1,26,2407,13363,15796
1,1,500,1,1,314,sub195,pub1,26,2245,13425,15696
1,1,500,1,1,314,sub90,pub1,26,2314,13469,15809
1,1,500,1,1,314,sub453,pub1,26,2398,13492,15916
1,1,500,1,1,314,sub249,pub1,26,2400,13530,15956
1,1,500,1,1,314,sub282,pub1,26,2284,13576,15886
1,1,500,1,1,314,sub204,pub1,26,2310,13637,15973
1,1,500,1,1,314,sub125,pub1,26,2305,13662,15993
1,1,500,1,1,314,sub134,pub1,26,2402,13688,16116
1,1,500,1,1,314,sub457,pub1,26,2318,13761,16105
1,1,500,1,1,314,sub216,pub1,26,2335,13806,16167
1,1,500,1,1,314,sub81,pub1,26,2297,13820,16143
1,1,500,1,1,314,sub168,pub1,26,2330,13882,16238
1,1,500,1,1,314,sub319,pub1,26,2284,14006,16316
1,1,500,1,1,314,sub444,pub1,26,698,14062,14786
1,1,500,1,1,314,sub309,pub1,26,2260,14110,16396
1,1,500,1,1,314,sub437,pub1,26,2311,14098,16435
1,1,500,1,1,314,sub201,pub1,26,2212,14238,16476
1,1,500,1,1,314,sub206,pub1,26,2334,14156,16516
1,1,500,1,1,314,sub133,pub1,26,738,14240,15004
1,1,500,1,1,314,sub144,pub1,26,774,14305,15105
1,1,500,1,1,314,sub82,pub1,26,2278,14331,16635
1,1,500,1,1,314,sub126,pub1,26,788,14328,15142
1,1,500,1,1,314,sub311,pub1,26,788,14503,15317
1,1,500,1,1,314,sub412,pub1,26,2266,14399,16691
1,1,500,1,1,314,sub38,pub1,26,2208,14562,16796
1,1,500,1,1,314,sub13,pub1,26,2281,14529,16836
1,1,500,1,1,314,sub411,pub1,26,734,14589,15349
1,1,500,1,1,314,sub222,pub1,26,2306,14560,16892
