nTests,nTest,nSubs,nPubs,nTriples,sizeMsg,subName,pubName,sTimestamp,eTimestamp,tPubStore,tPushMsg,tSubStore,tTotal
30,1,1,1,1,313,sub1,pub1,1319482394052,1319482394937,27,885,46,958
30,2,1,1,1,313,sub1,pub1,1319482547451,1319482547497,17,46,40,103
30,3,1,1,1,313,sub1,pub1,1319482653519,1319482653559,16,40,39,95
30,4,1,1,1,313,sub1,pub1,1319482759884,1319482759929,18,45,40,103
30,5,1,1,1,313,sub1,pub1,1319482866232,1319482866281,14,49,37,100
30,6,1,1,1,313,sub1,pub1,1319482973214,1319482973254,23,40,40,103
30,7,1,1,1,313,sub1,pub1,1319483079756,1319483079811,18,55,39,112
30,8,1,1,1,313,sub1,pub1,1319483185832,1319483185878,22,46,39,107
30,9,1,1,1,313,sub1,pub1,1319483292197,1319483292245,24,48,37,109
30,10,1,1,1,314,sub1,pub1,1319483398337,1319483398381,12,44,37,93
30,11,1,1,1,314,sub1,pub1,1319483504456,1319483504500,23,44,37,104
30,12,1,1,1,314,sub1,pub1,1319483611037,1319483611080,24,43,38,105
30,13,1,1,1,314,sub1,pub1,1319483717585,1319483717626,24,41,40,105
30,14,1,1,1,314,sub1,pub1,1319483823448,1319483823489,17,41,41,99
30,15,1,1,1,314,sub1,pub1,1319483929529,1319483929569,12,40,37,89
30,16,1,1,1,314,sub1,pub1,1319484035249,1319484035290,12,41,40,93
30,17,1,1,1,314,sub1,pub1,1319484141188,1319484141234,22,46,40,108
30,18,1,1,1,314,sub1,pub1,1319484247129,1319484247172,17,43,38,98
30,19,1,1,1,314,sub1,pub1,1319484353060,1319484353108,23,48,42,113
30,20,1,1,1,314,sub1,pub1,1319484459493,1319484459538,17,45,44,106
30,21,1,1,1,314,sub1,pub1,1319484565306,1319484565345,21,39,37,97
30,22,1,1,1,314,sub1,pub1,1319484670892,1319484670935,23,43,39,105
30,23,1,1,1,314,sub1,pub1,1319484776948,1319484776995,23,47,39,109
30,24,1,1,1,314,sub1,pub1,1319484883214,1319484883254,16,40,41,97
30,25,1,1,1,314,sub1,pub1,1319484989372,1319484989419,23,47,39,109
30,26,1,1,1,314,sub1,pub1,1319485098452,1319485098499,23,47,39,109
30,27,1,1,1,314,sub1,pub1,1319485205379,1319485206047,23,668,39,730
30,28,1,1,1,314,sub1,pub1,1319485312364,1319485324215,23,11851,39,11913
30,29,1,1,1,314,sub1,pub1,1319485430011,1319485445065,23,15054,37,15114
30,30,1,1,1,314,sub1,pub1,1319485554166,1319485578872,20,24706,38,24764
