nTests,nTest,nSubs,nPubs,nTriples,sizeMsg,subName,pubName,sTimestamp,eTimestamp,tPubStore,tPushMsg,tSubStore,tTotal
10,1,10,10,1000,124087,sub6,pub1,1319476720943,1319476721506,25,563,88,676
10,1,10,10,1000,124087,sub10,pub2,1319476721159,1319476721703,25,544,103,672
10,1,10,10,1000,124087,sub3,pub1,1319476720943,1319476721739,25,796,139,960
10,1,10,10,1000,124087,sub3,pub2,1319476721159,1319476722001,25,842,87,954
10,1,10,10,1000,124087,sub6,pub2,1319476721159,1319476722730,25,1571,91,1687
10,1,10,10,1000,124087,sub7,pub3,1319476721323,1319476722814,15,1491,94,1600
10,1,10,10,1000,124087,sub2,pub3,1319476721323,1319476722893,15,1570,493,2078
10,1,10,10,1000,124087,sub5,pub1,1319476720943,1319476722979,25,2036,487,2548
10,1,10,10,1000,124087,sub9,pub2,1319476721159,1319476723049,25,1890,503,2418
10,1,10,10,1000,124087,sub7,pub1,1319476720943,1319476723190,25,2247,475,2747
10,1,10,10,1000,124087,sub3,pub4,1319476721839,1319476723320,16,1481,426,1923
10,1,10,10,1000,124087,sub8,pub3,1319476721323,1319476723580,15,2257,202,2474
10,1,10,10,1000,124087,sub8,pub2,1319476721159,1319476723984,25,2825,89,2939
10,1,10,10,1000,124087,sub1,pub3,1319476721323,1319476724063,15,2740,105,2860
10,1,10,10,1000,124087,sub8,pub1,1319476720943,1319476724405,25,3462,104,3591
10,1,10,10,1000,124087,sub5,pub2,1319476721159,1319476724450,25,3291,142,3458
10,1,10,10,1000,124087,sub3,pub5,1319476722741,1319476724472,21,1731,200,1952
10,1,10,10,1000,124087,sub10,pub6,1319476723355,1319476724811,19,1456,87,1562
10,1,10,10,1000,124087,sub5,pub4,1319476721839,1319476725095,16,3256,87,3359
10,1,10,10,1000,124087,sub7,pub6,1319476723355,1319476725161,19,1806,122,1947
10,1,10,10,1000,124087,sub1,pub1,1319476720943,1319476725221,25,4278,152,4455
10,1,10,10,1000,124087,sub8,pub4,1319476721839,1319476725295,16,3456,161,3633
10,1,10,10,1000,124087,sub3,pub3,1319476721323,1319476725395,15,4072,141,4228
10,1,10,10,1000,124087,sub9,pub1,1319476720943,1319476725433,25,4490,186,4701
10,1,10,10,1000,124087,sub1,pub6,1319476723355,1319476725749,19,2394,108,2521
10,1,10,10,1000,124087,sub6,pub3,1319476721323,1319476725840,15,4517,122,4654
10,1,10,10,1000,124087,sub10,pub1,1319476720943,1319476725882,25,4939,174,5138
10,1,10,10,1000,124087,sub3,pub6,1319476723355,1319476726210,19,2855,88,2962
10,1,10,10,1000,124087,sub8,pub8,1319476725385,1319476726377,21,992,96,1109
10,1,10,10,1000,124087,sub10,pub4,1319476721839,1319476726409,16,4570,147,4733
10,1,10,10,1000,124087,sub3,pub7,1319476724044,1319476726556,17,2512,92,2621
10,1,10,10,1000,124087,sub5,pub8,1319476725385,1319476727114,21,1729,116,1866
10,1,10,10,1000,124087,sub8,pub5,1319476722741,1319476727150,21,4409,171,4601
10,1,10,10,1000,124087,sub10,pub3,1319476721323,1319476727158,15,5835,251,6101
10,1,10,10,1000,124087,sub1,pub2,1319476721159,1319476727280,25,6121,221,6367
10,1,10,10,1000,124087,sub2,pub4,1319476721839,1319476727312,16,5473,286,5775
10,1,10,10,1000,124087,sub4,pub1,1319476720943,1319476727546,25,6603,142,6770
10,1,10,10,1000,124088,sub2,pub10,1319476726476,1319476727688,18,1212,125,1355
10,1,10,10,1000,124087,sub7,pub2,1319476721159,1319476727824,25,6665,86,6776
10,1,10,10,1000,124087,sub6,pub5,1319476722741,1319476727787,21,5046,463,5530
10,1,10,10,1000,124087,sub9,pub8,1319476725385,1319476727890,21,2505,481,3007
10,1,10,10,1000,124087,sub4,pub3,1319476721323,1319476727920,15,6597,535,7147
10,1,10,10,1000,124087,sub2,pub2,1319476721159,1319476728247,25,7088,298,7411
