1,103
1,138
1,117
1,36
1,37
1,38
1,35
1,38
1,36
1,36
1,36
1,35
1,34
1,35
1,35
1,34
1,35
1,35
1,36
1,28
1,35
1,37
1,38
1,36
1,39
1,37
1,38
1,36
1,36
1,38
1,37
1,39
1,36
1,35
1,36
1,39
1,36
1,39
1,37
1,38
1,38
1,36
1,38
1,38
1,37
1,37
1,37
1,39
1,39
1,38
1,35
1,38
1,37
1,37
1,39
1,41
1,37
1,66
1,38
1,37
1,39
1,38
1,36
1,40
1,39
1,38
1,35
1,39
1,40
1,38
1,36
1,37
1,42
1,36
1,37
1,36
1,36
1,37
1,36
1,39
1,35
1,38
1,35
1,40
1,38
1,38
1,36
1,36
1,38
1,36
1,37
1,38
1,37
1,37
1,39
1,40
1,2
1,37
1,39
1,35
1,37
1,38
1,37
1,40
1,37
1,38
1,38
1,38
1,38
1,37
1,38
1,41
1,39
1,38
1,39
1,38
1,36
1,39
1,39
1,37
1,41
1,38
1,41
1,37
1,38
1,37
1,37
1,40
1,37
1,43
1,38
1,40
1,36
1,39
1,40
1,37
1,39
1,36
1,37
1,37
1,36
1,36
1,36
1,36
1,39
1,37
1,53
1,36
1,38
1,37
1,37
1,39
1,37
1,36
1,35
1,36
1,41
1,39
1,38
1,38
1,38
1,41
1,38
1,36
1,39
1,39
1,41
1,39
1,40
1,37
1,36
1,37
1,38
1,38
1,36
1,37
1,39
1,39
1,43
1,39
1,39
1,39
1,39
1,40
1,39
1,38
1,39
1,36
1,37
1,35
1,39
1,37
1,39
1,37
1,37
1,39
1,37
1,37
1,38
1,39
1,39
1,36
1,39
1,37
1,36
1,38
1,37
1,37
1,38
1,43
1,39
1,38
1,37
1,39
1,37
1,38
1,37
1,38
1,37
1,39
1,35
1,40
1,39
1,38
1,39
1,39
1,38
1,39
1,38
1,38
1,37
1,36
1,37
1,38
1,37
1,39
1,38
1,39
1,41
1,39
1,38
1,38
1,37
1,39
1,41
1,38
1,37
1,36
1,40
1,36
1,38
1,40
1,39
1,40
1,37
1,39
1,39
1,38
1,41
1,39
1,39
1,39
1,38
1,39
1,37
1,40
1,39
1,39
1,37
1,38
1,38
1,37
1,37
1,38
1,37
1,37
1,40
1,37
1,39
1,37
1,42
1,36
1,36
1,37
1,40
1,38
1,38
1,37
1,37
1,38
1,37
1,39
1,36
1,38
1,37
1,39
1,37
1,40
1,38
1,38
1,40
1,36
1,40
1,38
1,40
1,37
1,38
1,39
1,39
1,37
1,39
1,39
1,36
1,38
1,39
1,36
1,36
1,38
1,41
1,38
1,36
1,39
1,39
1,36
1,39
1,40
1,40
1,37
1,40
1,39
1,39
1,38
1,40
1,38
1,36
1,39
1,37
1,35
1,38
1,36
1,40
1,36
1,42
1,36
1,38
1,39
1,36
1,40
1,39
1,36
1,38
1,37
1,36
1,36
1,36
1,40
1,40
1,39
1,39
1,39
1,39
1,38
1,39
1,39
1,38
1,36
1,37
1,36
1,36
1,38
1,39
1,38
1,41
1,35
1,36
1,38
1,37
1,38
1,39
1,37
1,37
1,36
1,38
1,38
1,36
1,37
1,37
1,39
1,39
1,38
1,36
1,37
1,38
1,37
1,37
1,39
1,37
1,51
1,37
1,38
1,37
1,37
1,37
1,37
1,36
1,37
1,38
1,37
1,37
1,37
1,38
1,37
1,38
1,38
1,38
1,37
1,36
1,39
1,41
1,38
1,39
1,37
1,38
1,38
1,41
1,39
1,38
1,37
1,37
1,35
1,36
1,38
1,40
1,37
1,39
1,40
1,37
1,36
1,37
1,36
1,36
1,40
1,37
1,36
1,39
1,36
1,39
1,40
1,37
1,38
1,40
1,36
1,39
1,39
1,36
1,37
1,37
1,40
1,38
1,39
1,37
1,35
1,39
1,39
1,37
1,39
1,37
1,37
1,37
1,39
1,36
1,37
1,40
1,37
1,38
1,37
1,39
1,39
1,39
1,39
1,39
1,39
1,39
1,36
1,36
1,40
1,39
1,38
1,37
1,36
1,39
1,38
1,43
1,38
1,37
1,39
1,36
1,37
1,42
1,37
1,40
1,39
1,39
1,40
1,36
1,39
1,38
1,38
1,41
1,40
1,39
1,38
1,36
1,39
1,37
1,36
1,42
1,39
1,36
1,39
1,39
1,106
1,40
1,36
1,39
1,38
1,39
1,39
1,37
1,39
1,40
1,39
1,39
1,40
1,39
1,37
1,39
1,38
1,38
1,38
1,38
1,36
1,38
1,39
1,38
1,37
1,40
1,37
1,38
1,40
1,44
1,36
1,38
1,41
1,41
1,37
1,36
1,40
1,39
1,40
1,36
1,36
1,38
1,39
1,1
1,38
1,37
1,37
1,40
1,37
1,38
1,38
1,38
1,38
1,36
1,36
1,38
1,39
1,38
1,37
1,37
1,39
1,43
1,36
1,39
1,38
1,41
1,39
1,36
1,37
1,39
1,37
1,37
1,39
1,39
1,37
1,39
1,39
1,37
1,39
1,37
1,37
1,38
1,37
1,38
1,38
1,124
1,39
1,38
1,40
1,38
1,42
1,40
1,39
1,40
1,36
1,41
1,41
1,38
1,36
1,39
1,37
1,39
1,39
1,37
1,38
1,36
1,39
1,39
1,36
1,38
1,40
1,41
1,40
1,36
1,41
1,37
1,38
1,41
1,38
1,37
1,39
1,37
1,38
1,38
1,38
1,39
1,39
1,36
1,40
1,37
1,36
1,38
1,157
1,39
1,40
1,38
1,38
1,37
1,38
1,38
1,36
1,38
1,40
1,40
1,38
1,38
1,39
1,39
1,38
1,37
1,40
1,40
1,42
1,38
1,39
1,36
1,39
1,39
1,40
1,38
1,36
1,38
1,38
1,38
1,38
1,39
1,39
1,38
1,37
1,39
1,40
1,38
1,37
1,38
1,40
1,39
1,38
1,41
1,39
1,37
1,36
1,39
1,38
1,37
1,39
1,36
1,36
1,39
1,36
1,39
1,38
1,37
1,37
1,38
1,40
1,37
1,38
1,37
1,39
1,37
1,37
1,40
1,36
1,39
1,39
1,37
1,40
1,38
1,38
1,39
1,37
1,40
1,43
1,38
1,38
1,38
1,37
1,38
1,38
1,38
1,38
1,39
1,38
1,37
1,36
1,39
1,39
1,38
1,38
1,39
1,37
1,38
1,38
1,38
1,36
1,2
1,37
1,38
1,40
1,40
1,37
1,38
1,43
1,38
1,39
1,37
1,36
1,38
1,37
1,37
1,38
1,37
1,37
1,37
1,37
1,37
1,36
1,40
1,39
1,39
1,39
1,39
1,38
1,38
1,39
1,38
1,37
1,36
