nTests,nTest,nSubs,nPubs,nTriples,sizeMsg,subName,pubName,tPubStore,tPushMsg,tSubStore,tTotal
1,1,500,10,1000,124087,sub452,pub1,28,11889,88,12005
1,1,500,10,1000,124087,sub387,pub1,28,17678,99,17805
1,1,500,10,1000,124087,sub229,pub1,28,18356,85,18469
1,1,500,10,1000,124087,sub255,pub1,28,18959,80,19067
1,1,500,10,1000,124087,sub499,pub1,28,19848,85,19961
1,1,500,10,1000,124087,sub349,pub1,28,20815,86,20929
1,1,500,10,1000,124087,sub210,pub1,28,23448,90,23566
1,1,500,10,1000,124087,sub348,pub1,28,24213,93,24334
1,1,500,10,1000,124087,sub125,pub1,28,26758,92,26878
1,1,500,10,1000,124087,sub344,pub1,28,26761,174,26963
1,1,500,10,1000,124087,sub203,pub1,28,27601,93,27722
1,1,500,10,1000,124087,sub115,pub1,28,27905,109,28042
1,1,500,10,1000,124087,sub200,pub1,28,27923,210,28161
1,1,500,10,1000,124087,sub198,pub1,28,28826,91,28945
1,1,500,10,1000,124087,sub196,pub1,28,29309,97,29434
1,1,500,10,1000,124087,sub303,pub1,28,29340,142,29510
1,1,500,10,1000,124087,sub436,pub1,28,30012,89,30129
1,1,500,10,1000,124087,sub52,pub1,28,31025,85,31138
1,1,500,10,1000,124087,sub453,pub1,28,31440,109,31577
1,1,500,10,1000,124087,sub181,pub1,28,31828,101,31957
1,1,500,10,1000,124087,sub126,pub1,28,31842,167,32037
1,1,500,10,1000,124087,sub174,pub1,28,32604,90,32722
1,1,500,10,1000,124087,sub50,pub1,28,33186,108,33322
1,1,500,10,1000,124087,sub163,pub1,28,33466,87,33581
1,1,500,10,1000,124087,sub185,pub1,28,33681,89,33798
1,1,500,10,1000,124087,sub406,pub1,28,33774,89,33891
1,1,500,10,1000,124087,sub308,pub1,28,33980,83,34091
1,1,500,10,1000,124087,sub371,pub1,28,34193,86,34307
1,1,500,10,1000,124087,sub105,pub1,28,34636,93,34757
1,1,500,10,1000,124087,sub292,pub1,28,34707,106,34841
1,1,500,10,1000,124087,sub350,pub1,28,35210,87,35325
1,1,500,10,1000,124087,sub381,pub1,28,35611,91,35730
1,1,500,10,1000,124087,sub460,pub1,28,35794,96,35918
1,1,500,10,1000,124087,sub51,pub1,28,35820,151,35999
1,1,500,10,1000,124087,sub333,pub1,28,36142,87,36257
1,1,500,10,1000,124087,sub380,pub1,28,36914,91,37033
1,1,500,10,1000,124087,sub113,pub1,28,37016,95,37139
1,1,500,10,1000,124087,sub91,pub1,28,37043,153,37224
1,1,500,10,1000,124087,sub177,pub1,28,37089,188,37305
1,1,500,10,1000,124087,sub26,pub1,28,37999,88,38115
1,1,500,10,1000,124087,sub458,pub1,28,38363,101,38492
1,1,500,10,1000,124087,sub306,pub1,28,38461,151,38640
1,1,500,10,1000,124087,sub109,pub1,28,38550,146,38724
1,1,500,10,1000,124087,sub461,pub1,28,38642,132,38802
1,1,500,10,1000,124087,sub339,pub1,28,38679,182,38889
1,1,500,10,1000,124087,sub205,pub1,28,38758,213,38999
1,1,500,10,1000,124087,sub434,pub1,28,38908,147,39083
1,1,500,10,1000,124087,sub468,pub1,28,38974,190,39192
1,1,500,10,1000,124087,sub346,pub1,28,39029,223,39280
1,1,500,10,1000,124087,sub23,pub1,28,39089,217,39334
1,1,500,10,1000,124087,sub32,pub1,28,39093,305,39426
1,1,500,10,1000,124087,sub383,pub1,28,39100,387,39515
1,1,500,10,1000,124087,sub271,pub1,28,39389,223,39640
1,1,500,10,1000,124087,sub441,pub1,28,39502,206,39736
1,1,500,10,1000,124087,sub384,pub1,28,39540,246,39814
1,1,500,10,1000,124087,sub360,pub1,28,39531,331,39890
1,1,500,10,1000,124087,sub269,pub1,28,39613,360,40001
1,1,500,10,1000,124087,sub320,pub1,28,39645,425,40098
1,1,500,10,1000,124087,sub268,pub1,28,40169,92,40289
1,1,500,10,1000,124087,sub395,pub1,28,40167,182,40377
1,1,500,10,1000,124087,sub318,pub1,28,40275,174,40477
1,1,500,10,1000,124087,sub431,pub1,28,40352,185,40565
1,1,500,10,1000,124087,sub171,pub1,28,40403,222,40653
1,1,500,10,1000,124087,sub167,pub1,28,40546,164,40738
1,1,500,10,1000,124087,sub120,pub1,28,40673,106,40807
1,1,500,10,1000,124087,sub335,pub1,28,40763,105,40896
1,1,500,10,1000,124087,sub81,pub1,28,40773,181,40982
1,1,500,10,1000,124087,sub33,pub1,28,40882,159,41069
1,1,500,10,1000,124087,sub72,pub1,28,40947,204,41179
1,1,500,10,1000,124087,sub134,pub1,28,41084,97,41209
1,1,500,10,1000,124087,sub170,pub1,28,41153,181,41362
1,1,500,10,1000,124087,sub241,pub1,28,41627,117,41772
1,1,500,10,1000,124087,sub414,pub1,28,41774,98,41900
1,1,500,10,1000,124087,sub164,pub1,28,41852,111,41991
1,1,500,10,1000,124087,sub313,pub1,28,41958,95,42081
1,1,500,10,1000,124087,sub369,pub1,28,41988,164,42180
1,1,500,10,1000,124087,sub133,pub1,28,42252,105,42385
1,1,500,10,1000,124087,sub94,pub1,28,42274,163,42465
1,1,500,10,1000,124087,sub55,pub1,28,42365,162,42555
1,1,500,10,1000,124087,sub276,pub1,28,42510,107,42645
1,1,500,10,1000,124087,sub153,pub1,28,42527,174,42729
1,1,500,10,1000,124087,sub148,pub1,28,42706,95,42829
1,1,500,10,1000,124087,sub43,pub1,28,42709,179,42916
1,1,500,10,1000,124087,sub291,pub1,28,42803,175,43006
1,1,500,10,1000,124087,sub365,pub1,28,42868,192,43088
1,1,500,10,1000,124087,sub166,pub1,28,42851,273,43152
1,1,500,10,1000,124087,sub39,pub1,28,42889,336,43253
1,1,500,10,1000,124087,sub399,pub1,28,43214,111,43353
1,1,500,10,1000,124087,sub378,pub1,28,43256,173,43457
1,1,500,10,1000,124087,sub221,pub1,28,43448,111,43587
1,1,500,10,1000,124087,sub465,pub1,28,43539,105,43672
1,1,500,10,1000,124087,sub489,pub1,28,43551,176,43755
1,1,500,10,1000,124087,sub253,pub1,28,43722,89,43839
1,1,500,10,1000,124087,sub152,pub1,28,43890,87,44005
1,1,500,10,1000,124087,sub396,pub1,28,44134,99,44261
1,1,500,10,1000,124087,sub74,pub1,28,44167,143,44338
1,1,500,10,1000,124087,sub1,pub1,28,44525,194,44747
1,1,500,10,1000,124087,sub202,pub1,28,44525,334,44887
1,1,500,10,1000,124087,sub389,pub1,28,44640,268,44936
1,1,500,10,1000,124087,sub7,pub1,28,44939,89,45056
1,1,500,10,1000,124087,sub231,pub1,28,45029,146,45203
1,1,500,10,1000,124087,sub77,pub1,28,45066,210,45304
1,1,500,10,1000,124087,sub316,pub1,28,45088,245,45361
1,1,500,10,1000,124087,sub490,pub1,28,45893,89,46010
1,1,500,10,1000,124087,sub242,pub1,28,46096,88,46212
1,1,500,10,1000,124087,sub300,pub1,28,46395,90,46513
1,1,500,10,1000,124087,sub386,pub1,28,46551,91,46670
1,1,500,10,1000,124087,sub85,pub1,28,46961,84,47073
1,1,500,10,1000,124087,sub278,pub1,28,47102,87,47217
1,1,500,10,1000,124087,sub140,pub1,28,47259,90,47377
1,1,500,10,1000,124087,sub184,pub1,28,47376,87,47491
1,1,500,10,1000,124087,sub122,pub1,28,47555,96,47679
1,1,500,10,1000,124087,sub16,pub1,28,47584,146,47758
