nTests,nTest,nSubs,nPubs,nTriples,sizeMsg,subName,pubName,tPubStore,tPushMsg,tSubStore,tTotal
1,1,100,10,1,315,sub23,pub1,23,1583,47,1653
1,1,100,10,1,315,sub84,pub1,23,1585,78,1686
1,1,100,10,1,315,sub20,pub1,23,1587,115,1725
1,1,100,10,1,315,sub77,pub1,23,1591,151,1765
1,1,100,10,1,315,sub61,pub1,23,1593,189,1805
1,1,100,10,1,315,sub6,pub1,23,1594,228,1845
1,1,100,10,1,315,sub58,pub1,23,1595,267,1885
1,1,100,10,1,315,sub11,pub1,23,1596,306,1925
1,1,100,10,1,315,sub25,pub1,23,1597,345,1965
1,1,100,10,1,315,sub17,pub1,23,1598,384,2005
1,1,100,10,1,315,sub44,pub1,23,1601,421,2045
1,1,100,10,1,315,sub93,pub1,23,1602,460,2085
1,1,100,10,1,315,sub33,pub1,23,1604,498,2125
1,1,100,10,1,315,sub9,pub1,23,1604,538,2165
1,1,100,10,1,315,sub32,pub1,23,1611,571,2205
1,1,100,10,1,315,sub5,pub1,23,1612,610,2245
1,1,100,10,1,315,sub1,pub1,23,1613,649,2285
1,1,100,10,1,315,sub40,pub1,23,1614,688,2325
1,1,100,10,1,315,sub43,pub1,23,1614,728,2365
1,1,100,10,1,315,sub90,pub1,23,1615,768,2406
1,1,100,10,1,315,sub66,pub1,23,1615,807,2445
1,1,100,10,1,315,sub3,pub1,23,1616,846,2485
1,1,100,10,1,315,sub56,pub1,23,1617,885,2525
1,1,100,10,1,315,sub73,pub1,23,1618,924,2565
1,1,100,10,1,315,sub97,pub1,23,1618,964,2605
1,1,100,10,1,315,sub59,pub1,23,1619,1003,2645
1,1,100,10,1,315,sub35,pub1,23,1620,1043,2686
1,1,100,10,1,315,sub26,pub1,23,1621,1081,2725
1,1,100,10,1,315,sub7,pub1,23,1621,1121,2765
1,1,100,10,1,315,sub80,pub1,23,1622,1160,2805
1,1,100,10,1,315,sub79,pub1,23,1625,1197,2845
1,1,100,10,1,315,sub71,pub1,23,1626,1236,2885
1,1,100,10,1,315,sub99,pub1,23,1627,1275,2925
1,1,100,10,1,315,sub74,pub1,23,1628,1314,2965
1,1,100,10,1,315,sub95,pub1,23,1629,1353,3005
1,1,100,10,1,315,sub46,pub1,23,1629,1393,3045
1,1,100,10,1,315,sub72,pub1,23,1631,1431,3085
1,1,100,10,1,315,sub38,pub1,23,1632,1470,3125
1,1,100,10,1,315,sub24,pub1,23,1633,1509,3165
1,1,100,10,1,315,sub65,pub1,23,1634,1549,3206
1,1,100,10,1,315,sub41,pub1,23,1636,1586,3245
1,1,100,10,1,315,sub36,pub1,23,1636,1630,3289
1,1,100,10,1,315,sub67,pub1,23,1637,1669,3329
1,1,100,10,1,315,sub70,pub1,23,1639,1707,3369
1,1,100,10,1,315,sub42,pub1,23,1641,1745,3409
1,1,100,10,1,315,sub68,pub1,23,1642,1784,3449
1,1,100,10,1,315,sub100,pub1,23,1643,1823,3489
1,1,100,10,1,315,sub10,pub1,23,1647,1860,3530
1,1,100,10,1,315,sub55,pub1,23,1648,1899,3570
1,1,100,10,1,315,sub45,pub1,23,1648,1938,3609
1,1,100,10,1,315,sub81,pub1,23,1649,1977,3649
1,1,100,10,1,315,sub51,pub1,23,1650,2016,3689
1,1,100,10,1,315,sub12,pub1,23,1651,2055,3729
1,1,100,10,1,315,sub82,pub1,23,1652,2095,3770
1,1,100,10,1,315,sub69,pub1,23,1652,2134,3809
1,1,100,10,1,315,sub14,pub1,23,1653,2173,3849
1,1,100,10,1,315,sub29,pub1,23,1654,2213,3890
1,1,100,10,1,315,sub49,pub1,23,1654,2252,3929
1,1,100,10,1,315,sub98,pub1,23,1656,2291,3970
1,1,100,10,1,315,sub89,pub1,23,1656,2330,4009
1,1,100,10,1,315,sub28,pub1,23,1661,2365,4049
1,1,100,10,1,315,sub18,pub1,23,1661,2405,4089
1,1,100,10,1,315,sub53,pub1,23,1663,2443,4129
1,1,100,10,1,315,sub2,pub1,23,1665,2481,4169
1,1,100,10,1,315,sub76,pub1,23,1665,2521,4209
1,1,100,10,1,315,sub92,pub1,23,1666,2560,4249
1,1,100,10,1,315,sub4,pub1,23,1668,2599,4290
1,1,100,10,1,315,sub15,pub1,23,1670,2637,4330
1,1,100,10,1,315,sub94,pub1,23,1670,2676,4369
1,1,100,10,1,315,sub21,pub1,23,1671,2715,4409
1,1,100,10,1,315,sub52,pub1,23,1675,2751,4449
1,1,100,10,1,315,sub30,pub1,23,1675,2791,4489
1,1,100,10,1,315,sub86,pub1,23,1676,2830,4529
1,1,100,10,1,315,sub47,pub1,23,1677,2869,4569
1,1,100,10,1,315,sub57,pub1,23,1678,2908,4609
1,1,100,10,1,315,sub75,pub1,23,1681,2945,4649
1,1,100,10,1,315,sub22,pub1,23,1683,2983,4689
1,1,100,10,1,315,sub64,pub1,23,1683,3023,4729
1,1,100,10,1,315,sub39,pub1,23,1704,3042,4769
1,1,100,10,1,315,sub78,pub1,23,1685,3102,4810
1,1,100,10,1,315,sub31,pub1,23,1684,3142,4849
1,1,100,10,1,315,sub27,pub1,23,1704,3162,4889
1,1,100,10,1,315,sub37,pub1,23,2065,2841,4929
1,1,100,10,1,315,sub60,pub1,23,1687,3259,4969
1,1,100,10,1,315,sub48,pub1,23,1687,3299,5009
1,1,100,10,1,315,sub85,pub1,23,1688,3338,5049
1,1,100,10,1,315,sub88,pub1,23,1688,3378,5089
1,1,100,10,1,315,sub83,pub1,23,1697,3409,5129
1,1,100,10,1,315,sub19,pub1,23,1699,3447,5169
1,1,100,10,1,315,sub91,pub1,23,1697,3489,5209
1,1,100,10,1,315,sub63,pub1,23,1700,3526,5249
1,1,100,10,1,315,sub8,pub1,23,1699,3567,5289
1,1,100,10,1,315,sub34,pub1,23,1702,3605,5330
1,1,100,10,1,315,sub50,pub1,23,1701,3646,5370
1,1,100,10,1,315,sub16,pub1,23,1700,3685,5408
1,1,100,10,1,315,sub87,pub1,23,1712,3714,5449
1,1,100,10,1,315,sub54,pub1,23,1713,3753,5489
1,1,100,10,1,315,sub62,pub1,23,1710,3796,5529
1,1,100,10,1,315,sub96,pub1,23,1712,3834,5569
1,1,100,10,1,315,sub13,pub1,23,1713,3873,5609
1,1,100,10,1,315,sub67,pub2,13,1583,38,1634
1,1,100,10,1,315,sub13,pub2,13,1590,84,1687
1,1,100,10,1,315,sub54,pub2,13,1590,159,1762
1,1,100,10,1,315,sub17,pub2,13,1595,195,1803
