nTests,nTest,nSubs,nPubs,nTriples,sizeMsg,subName,pubName,sTimestamp,eTimestamp,tPubStore,tPushMsg,tSubStore,tTotal
1,1,10,10,1,314,sub8,pub1,1319472782403,1319472784104,12,1701,39,1752
1,1,10,10,1,314,sub2,pub1,1319472782403,1319472784118,12,1715,64,1791
1,1,10,10,1,314,sub7,pub1,1319472782403,1319472784137,12,1734,85,1831
1,1,10,10,1,314,sub1,pub2,1319472782436,1319472784144,19,1708,119,1846
1,1,10,10,1,314,sub8,pub2,1319472782436,1319472784157,19,1721,144,1884
1,1,10,10,1,314,sub3,pub2,1319472782436,1319472784181,19,1745,160,1924
1,1,10,10,1,314,sub10,pub1,1319472782403,1319472784217,12,1814,165,1991
1,1,10,10,1,314,sub5,pub4,1319472782497,1319472784218,17,1721,204,1942
1,1,10,10,1,314,sub7,pub2,1319472782436,1319472784225,19,1789,237,2045
1,1,10,10,1,314,sub9,pub5,1319472782522,1319472784236,17,1714,265,1996
1,1,10,10,1,314,sub1,pub4,1319472782497,1319472784265,17,1768,277,2062
1,1,10,10,1,314,sub6,pub1,1319472782403,1319472784279,12,1876,302,2190
1,1,10,10,1,314,sub8,pub4,1319472782497,1319472784305,17,1808,317,2142
1,1,10,10,1,314,sub3,pub4,1319472782497,1319472784345,17,1848,317,2182
1,1,10,10,1,314,sub4,pub7,1319472782602,1319472784357,18,1755,344,2117
1,1,10,10,1,314,sub10,pub4,1319472782497,1319472784385,17,1888,357,2262
1,1,10,10,1,314,sub2,pub8,1319472782639,1319472784418,20,1779,364,2163
1,1,10,10,1,314,sub5,pub5,1319472782522,1319472784425,17,1903,397,2317
1,1,10,10,1,314,sub7,pub3,1319472782469,1319472784465,12,1996,397,2405
1,1,10,10,1,314,sub9,pub7,1319472782602,1319472784504,18,1902,397,2317
1,1,10,10,1,314,sub1,pub6,1319472782556,1319472784544,16,1988,397,2401
1,1,10,10,1,314,sub6,pub3,1319472782469,1319472784584,12,2115,397,2524
1,1,10,10,1,314,sub8,pub6,1319472782556,1319472784625,16,2069,397,2482
1,1,10,10,1,314,sub3,pub1,1319472782403,1319472784665,12,2262,397,2671
1,1,10,10,1,314,sub4,pub3,1319472782469,1319472784704,12,2235,397,2644
1,1,10,10,1,314,sub10,pub6,1319472782556,1319472784745,16,2189,397,2602
1,1,10,10,1,314,sub2,pub6,1319472782556,1319472784785,16,2229,397,2642
1,1,10,10,1,314,sub5,pub2,1319472782436,1319472784825,19,2389,397,2805
1,1,10,10,1,314,sub7,pub7,1319472782602,1319472784865,18,2263,397,2678
1,1,10,10,1,314,sub9,pub6,1319472782556,1319472784905,16,2349,397,2762
1,1,10,10,1,314,sub1,pub5,1319472782522,1319472784945,17,2423,397,2837
1,1,10,10,1,314,sub6,pub9,1319472782685,1319472784984,19,2299,397,2715
1,1,10,10,1,314,sub8,pub3,1319472782469,1319472785024,12,2555,397,2964
1,1,10,10,1,314,sub3,pub7,1319472782602,1319472785065,18,2463,397,2878
1,1,10,10,1,314,sub4,pub4,1319472782497,1319472785104,17,2607,397,3021
1,1,10,10,1,314,sub10,pub3,1319472782469,1319472785144,12,2675,397,3084
1,1,10,10,1,314,sub2,pub7,1319472782602,1319472785184,18,2582,397,2997
1,1,10,10,1,314,sub5,pub8,1319472782639,1319472785225,20,2586,397,3003
1,1,10,10,1,314,sub7,pub9,1319472782685,1319472785264,19,2579,398,2996
1,1,10,10,1,314,sub9,pub2,1319472782436,1319472785304,19,2868,397,3284
1,1,10,10,1,314,sub1,pub1,1319472782403,1319472785344,12,2941,397,3350
1,1,10,10,1,315,sub6,pub10,1319472782726,1319472785385,24,2659,397,3080
1,1,10,10,1,315,sub8,pub10,1319472782726,1319472785425,24,2699,397,3120
1,1,10,10,1,314,sub3,pub3,1319472782469,1319472785464,12,2995,397,3404
1,1,10,10,1,314,sub4,pub2,1319472782436,1319472785504,19,3068,397,3484
1,1,10,10,1,314,sub10,pub2,1319472782436,1319472785544,19,3108,397,3524
1,1,10,10,1,314,sub2,pub2,1319472782436,1319472785584,19,3148,397,3564
1,1,10,10,1,314,sub5,pub3,1319472782469,1319472785624,12,3155,397,3564
1,1,10,10,1,314,sub7,pub6,1319472782556,1319472785665,16,3109,396,3521
1,1,10,10,1,314,sub9,pub1,1319472782403,1319472785705,12,3302,397,3711
1,1,10,10,1,314,sub1,pub7,1319472782602,1319472785744,18,3142,397,3557
1,1,10,10,1,314,sub6,pub2,1319472782436,1319472785784,19,3348,397,3764
1,1,10,10,1,314,sub8,pub7,1319472782602,1319472785824,18,3222,397,3637
1,1,10,10,1,314,sub3,pub5,1319472782522,1319472785864,17,3342,397,3756
1,1,10,10,1,314,sub4,pub1,1319472782403,1319472785904,12,3501,397,3910
1,1,10,10,1,314,sub10,pub9,1319472782685,1319472785945,19,3260,397,3676
1,1,10,10,1,314,sub2,pub5,1319472782522,1319472785984,17,3462,397,3876
1,1,10,10,1,314,sub5,pub1,1319472782403,1319472786024,12,3621,397,4030
1,1,10,10,1,314,sub7,pub4,1319472782497,1319472786064,17,3567,398,3982
1,1,10,10,1,314,sub9,pub4,1319472782497,1319472786104,17,3607,397,4021
1,1,10,10,1,314,sub1,pub9,1319472782685,1319472786144,19,3459,398,3876
1,1,10,10,1,314,sub6,pub6,1319472782556,1319472786184,16,3628,397,4041
1,1,10,10,1,314,sub8,pub9,1319472782685,1319472786224,19,3539,397,3955
1,1,10,10,1,315,sub3,pub10,1319472782726,1319472786264,24,3538,397,3959
1,1,10,10,1,314,sub4,pub5,1319472782522,1319472786304,17,3782,397,4196
1,1,10,10,1,314,sub10,pub8,1319472782639,1319472786344,20,3705,397,4122
1,1,10,10,1,314,sub2,pub3,1319472782469,1319472786384,12,3915,397,4324
1,1,10,10,1,314,sub5,pub7,1319472782602,1319472786424,18,3822,398,4238
1,1,10,10,1,314,sub7,pub5,1319472782522,1319472786464,17,3942,397,4356
1,1,10,10,1,314,sub9,pub3,1319472782469,1319472786504,12,4035,398,4445
1,1,10,10,1,314,sub1,pub3,1319472782469,1319472786544,12,4075,398,4485
1,1,10,10,1,314,sub6,pub5,1319472782522,1319472786584,17,4062,398,4477
1,1,10,10,1,314,sub8,pub8,1319472782639,1319472786624,20,3985,398,4403
1,1,10,10,1,314,sub3,pub6,1319472782556,1319472786664,16,4108,398,4522
1,1,10,10,1,314,sub4,pub6,1319472782556,1319472786704,16,4148,397,4561
1,1,10,10,1,314,sub10,pub5,1319472782522,1319472786744,17,4222,399,4638
1,1,10,10,1,314,sub2,pub4,1319472782497,1319472786784,17,4287,397,4701
1,1,10,10,1,314,sub5,pub6,1319472782556,1319472786824,16,4268,397,4681
1,1,10,10,1,314,sub7,pub8,1319472782639,1319472786864,20,4225,398,4643
1,1,10,10,1,315,sub9,pub10,1319472782726,1319472786904,24,4178,398,4600
1,1,10,10,1,314,sub1,pub8,1319472782639,1319472786944,20,4305,398,4723
1,1,10,10,1,314,sub6,pub7,1319472782602,1319472786984,18,4382,397,4797
