nTests,nTest,nSubs,nPubs,nTriples,sizeMsg,subName,pubName,sTimestamp,eTimestamp,tPubStore,tPushMsg,tSubStore,tTotal
30,1,1,10,10,1431,sub1,pub3,1319482502931,1319482502970,11,39,40,90
30,1,1,10,10,1431,sub1,pub4,1319482502952,1319482503013,15,61,40,116
30,1,1,10,10,1431,sub1,pub1,1319482502887,1319482503057,12,170,41,223
30,1,1,10,10,1431,sub1,pub2,1319482502907,1319482503120,14,213,42,269
30,1,1,10,10,1431,sub1,pub7,1319482503029,1319482503165,15,136,41,192
30,1,1,10,10,1432,sub1,pub10,1319482503111,1319482503214,14,103,41,158
30,1,1,10,10,1431,sub1,pub8,1319482503050,1319482503355,14,305,39,358
30,1,1,10,10,1431,sub1,pub5,1319482502981,1319482503413,16,432,42,490
30,1,1,10,10,1431,sub1,pub6,1319482502999,1319482503517,12,518,41,571
30,1,1,10,10,1431,sub1,pub9,1319482503083,1319482503561,21,478,49,548
30,2,1,10,10,1431,sub1,pub1,1319482609397,1319482609466,14,69,40,123
30,2,1,10,10,1431,sub1,pub4,1319482609481,1319482609509,11,28,42,81
30,2,1,10,10,1431,sub1,pub3,1319482609465,1319482609553,11,88,42,141
30,2,1,10,10,1431,sub1,pub7,1319482609564,1319482609626,16,62,44,122
30,2,1,10,10,1431,sub1,pub2,1319482609448,1319482609673,25,225,42,292
30,2,1,10,10,1432,sub1,pub10,1319482609629,1319482609717,12,88,41,141
30,2,1,10,10,1431,sub1,pub8,1319482609581,1319482609804,11,223,39,273
30,2,1,10,10,1431,sub1,pub5,1319482609504,1319482609863,17,359,39,415
30,2,1,10,10,1431,sub1,pub9,1319482609609,1319482610038,18,429,41,488
30,2,1,10,10,1431,sub1,pub6,1319482609536,1319482610081,20,545,41,606
30,3,1,10,10,1431,sub1,pub1,1319482715343,1319482715399,15,56,55,126
30,3,1,10,10,1431,sub1,pub3,1319482715376,1319482715456,12,80,38,130
30,3,1,10,10,1431,sub1,pub4,1319482715401,1319482715496,20,95,38,153
30,3,1,10,10,1431,sub1,pub2,1319482715359,1319482715537,11,178,38,227
30,3,1,10,10,1431,sub1,pub7,1319482715488,1319482715576,21,88,38,147
30,3,1,10,10,1432,sub1,pub10,1319482715576,1319482715719,12,143,48,203
30,3,1,10,10,1431,sub1,pub8,1319482715519,1319482715768,19,249,38,306
30,3,1,10,10,1431,sub1,pub5,1319482715430,1319482715858,23,428,40,491
30,3,1,10,10,1431,sub1,pub6,1319482715459,1319482715943,19,484,47,550
30,3,1,10,10,1431,sub1,pub9,1319482715558,1319482715992,16,434,38,488
