nTests,nTest,nSubs,nPubs,nTriples,sizeMsg,subName,pubName,sTimestamp,eTimestamp,tPubStore,tPushMsg,tSubStore,tTotal
30,1,1,10,1,314,sub1,pub3,1319482492569,1319482492605,12,36,52,100
30,1,1,10,1,314,sub1,pub4,1319482492586,1319482492661,12,75,41,128
30,1,1,10,1,314,sub1,pub1,1319482492527,1319482492705,17,178,40,235
30,1,1,10,1,314,sub1,pub7,1319482492661,1319482492796,15,135,38,188
30,1,1,10,1,314,sub1,pub2,1319482492552,1319482492837,18,285,41,344
30,1,1,10,1,315,sub1,pub10,1319482492744,1319482492988,15,244,38,297
30,1,1,10,1,314,sub1,pub5,1319482492616,1319482493098,25,482,39,546
30,1,1,10,1,314,sub1,pub8,1319482492678,1319482493141,13,463,45,521
30,1,1,10,1,314,sub1,pub6,1319482492635,1319482493383,12,748,39,799
30,1,1,10,1,314,sub1,pub9,1319482492713,1319482493425,24,712,41,777
30,2,1,10,1,314,sub1,pub1,1319482599052,1319482599100,16,48,38,102
30,2,1,10,1,314,sub1,pub4,1319482599122,1319482599141,11,19,40,70
30,2,1,10,1,314,sub1,pub3,1319482599104,1319482599185,15,81,45,141
30,2,1,10,1,314,sub1,pub2,1319482599082,1319482599233,23,151,37,211
30,2,1,10,1,314,sub1,pub7,1319482599197,1319482599272,13,75,37,125
30,2,1,10,1,315,sub1,pub10,1319482599257,1319482599340,14,83,37,134
30,2,1,10,1,314,sub1,pub5,1319482599143,1319482599423,12,280,38,330
30,2,1,10,1,314,sub1,pub8,1319482599214,1319482599486,12,272,39,323
30,2,1,10,1,314,sub1,pub6,1319482599176,1319482599553,25,377,37,439
30,2,1,10,1,314,sub1,pub9,1319482599234,1319482599609,15,375,40,430
30,3,1,10,1,314,sub1,pub1,1319482705011,1319482705085,15,74,41,130
30,3,1,10,1,314,sub1,pub2,1319482705040,1319482705128,22,88,41,151
30,3,1,10,1,314,sub1,pub3,1319482705055,1319482705172,12,117,37,166
30,3,1,10,1,314,sub1,pub4,1319482705071,1319482705212,10,141,38,189
30,3,1,10,1,314,sub1,pub7,1319482705127,1319482705252,11,125,38,174
30,3,1,10,1,315,sub1,pub10,1319482705181,1319482705294,11,113,48,172
30,3,1,10,1,314,sub1,pub8,1319482705150,1319482705361,16,211,41,268
30,3,1,10,1,314,sub1,pub5,1319482705091,1319482705404,15,313,37,365
30,3,1,10,1,314,sub1,pub6,1319482705111,1319482705532,15,421,37,473
30,3,1,10,1,314,sub1,pub9,1319482705166,1319482705572,11,406,38,455
30,4,1,10,1,314,sub1,pub3,1319482811455,1319482811495,11,40,39,90
30,4,1,10,1,314,sub1,pub1,1319482811426,1319482811536,16,110,38,164
30,4,1,10,1,314,sub1,pub4,1319482811495,1319482811576,19,81,38,138
30,4,1,10,1,314,sub1,pub2,1319482811441,1319482811616,11,175,42,228
30,4,1,10,1,314,sub1,pub7,1319482811548,1319482811660,10,112,38,160
30,4,1,10,1,315,sub1,pub10,1319482811632,1319482811700,22,68,38,128
30,4,1,10,1,314,sub1,pub8,1319482811575,1319482811840,17,265,38,320
30,4,1,10,1,314,sub1,pub5,1319482811515,1319482811880,15,365,38,418
30,4,1,10,1,314,sub1,pub6,1319482811533,1319482811924,11,391,38,440
30,4,1,10,1,314,sub1,pub9,1319482811603,1319482811978,22,375,40,437
30,5,1,10,1,314,sub1,pub1,1319482917714,1319482917770,16,56,40,112
30,5,1,10,1,314,sub1,pub3,1319482917756,1319482917812,20,56,38,114
30,5,1,10,1,314,sub1,pub4,1319482917783,1319482917852,22,69,38,129
30,5,1,10,1,314,sub1,pub2,1319482917730,1319482917892,12,162,38,212
30,5,1,10,1,314,sub1,pub7,1319482917872,1319482917940,22,68,38,128
30,5,1,10,1,315,sub1,pub10,1319482917936,1319482918026,10,90,40,140
30,5,1,10,1,314,sub1,pub5,1319482917805,1319482918097,16,292,37,345
30,5,1,10,1,314,sub1,pub8,1319482917891,1319482918136,13,245,38,296
30,5,1,10,1,314,sub1,pub6,1319482917833,1319482918241,18,408,37,463
30,5,1,10,1,314,sub1,pub9,1319482917920,1319482918280,22,360,38,420
30,6,1,10,1,314,sub1,pub1,1319483024669,1319483024713,13,44,41,98
30,6,1,10,1,314,sub1,pub3,1319483024711,1319483024756,12,45,38,95
30,6,1,10,1,314,sub1,pub4,1319483024730,1319483024796,14,66,38,118
30,6,1,10,1,314,sub1,pub7,1319483024792,1319483024863,20,71,39,130
30,6,1,10,1,314,sub1,pub2,1319483024696,1319483024904,22,208,38,268
30,6,1,10,1,315,sub1,pub10,1319483024850,1319483024944,16,94,38,148
30,6,1,10,1,314,sub1,pub8,1319483024808,1319483025008,12,200,38,250
30,6,1,10,1,314,sub1,pub5,1319483024746,1319483025048,12,302,38,352
30,6,1,10,1,314,sub1,pub9,1319483024825,1319483025183,13,358,39,410
30,6,1,10,1,314,sub1,pub6,1319483024767,1319483025224,12,457,38,507
30,7,1,10,1,314,sub1,pub1,1319483131263,1319483131309,15,46,41,102
30,7,1,10,1,314,sub1,pub3,1319483131312,1319483131352,21,40,38,99
30,7,1,10,1,314,sub1,pub4,1319483131333,1319483131392,16,59,38,113
30,7,1,10,1,314,sub1,pub2,1319483131281,1319483131432,12,151,38,201
30,7,1,10,1,314,sub1,pub7,1319483131382,1319483131472,11,90,38,139
30,7,1,10,1,315,sub1,pub10,1319483131437,1319483131516,14,79,38,131
30,7,1,10,1,314,sub1,pub8,1319483131396,1319483131603,11,207,38,256
30,7,1,10,1,314,sub1,pub5,1319483131349,1319483131652,12,303,38,353
30,7,1,10,1,314,sub1,pub6,1319483131364,1319483131763,11,399,39,449
30,7,1,10,1,314,sub1,pub9,1319483131418,1319483131804,13,386,46,445
30,8,1,10,1,314,sub1,pub1,1319483237323,1319483237371,24,48,43,115
30,8,1,10,1,314,sub1,pub3,1319483237386,1319483237427,20,41,39,100
30,8,1,10,1,314,sub1,pub4,1319483237401,1319483237468,10,67,38,115
30,8,1,10,1,314,sub1,pub2,1319483237351,1319483237508,22,157,38,217
30,8,1,10,1,314,sub1,pub7,1319483237454,1319483237548,10,94,38,142
30,8,1,10,1,315,sub1,pub10,1319483237519,1319483237596,11,77,38,126
30,8,1,10,1,314,sub1,pub8,1319483237478,1319483237717,16,239,37,292
30,8,1,10,1,314,sub1,pub5,1319483237417,1319483237757,13,340,37,390
30,8,1,10,1,314,sub1,pub6,1319483237438,1319483237860,12,422,38,472
30,8,1,10,1,314,sub1,pub9,1319483237505,1319483237900,21,395,38,454
30,9,1,10,1,314,sub1,pub1,1319483343690,1319483343741,24,51,37,112
30,9,1,10,1,314,sub1,pub3,1319483343727,1319483343780,11,53,46,110
30,9,1,10,1,314,sub1,pub4,1319483343752,1319483343828,19,76,38,133
30,9,1,10,1,314,sub1,pub2,1319483343712,1319483343868,17,156,38,211
30,9,1,10,1,314,sub1,pub7,1319483343816,1319483343908,13,92,38,143
30,9,1,10,1,314,sub1,pub5,1319483343766,1319483344024,11,258,38,307
30,9,1,10,1,315,sub1,pub10,1319483343895,1319483344064,11,169,38,218
30,9,1,10,1,314,sub1,pub8,1319483343848,1319483344104,22,256,38,316
30,9,1,10,1,314,sub1,pub6,1319483343800,1319483344193,22,393,37,452
30,9,1,10,1,314,sub1,pub9,1319483343879,1319483344232,21,353,38,412
30,10,1,10,1,315,sub1,pub1,1319483449863,1319483449912,14,49,38,101
30,10,1,10,1,315,sub1,pub3,1319483449893,1319483449952,10,59,38,107
30,10,1,10,1,315,sub1,pub4,1319483449914,1319483449992,13,78,39,130
30,10,1,10,1,315,sub1,pub2,1319483449878,1319483450032,12,154,38,204
30,10,1,10,1,315,sub1,pub7,1319483449980,1319483450081,15,101,37,153
30,10,1,10,1,316,sub1,pub10,1319483450029,1319483450166,12,137,40,189
30,10,1,10,1,315,sub1,pub8,1319483449995,1319483450220,10,225,38,273
30,10,1,10,1,315,sub1,pub5,1319483449939,1319483450260,17,321,38,376
