nTests,nTest,nSubs,nPubs,nTriples,sizeMsg,subName,pubName,sTimestamp,eTimestamp,tPubStore,tPushMsg,tSubStore,tTotal
10,1,10,1,100,12588,sub6,pub1,1319476609364,1319476609452,17,88,46,151
10,1,10,1,100,12588,sub3,pub1,1319476609364,1319476609472,17,108,66,191
10,1,10,1,100,12588,sub5,pub1,1319476609364,1319476609542,17,178,51,246
10,1,10,1,100,12588,sub7,pub1,1319476609364,1319476609535,17,171,77,265
10,1,10,1,100,12588,sub1,pub1,1319476609364,1319476609582,17,218,99,334
10,1,10,1,100,12588,sub8,pub1,1319476609364,1319476609600,17,236,129,382
10,1,10,1,100,12588,sub9,pub1,1319476609364,1319476609633,17,269,136,422
10,1,10,1,100,12588,sub10,pub1,1319476609364,1319476609643,17,279,170,466
10,1,10,1,100,12588,sub4,pub1,1319476609364,1319476609672,17,308,181,506
10,1,10,1,100,12588,sub2,pub1,1319476609364,1319476609698,17,334,199,550
10,2,10,1,100,12588,sub6,pub1,1319476767760,1319476767843,16,83,43,142
10,2,10,1,100,12588,sub3,pub1,1319476767760,1319476767853,16,93,74,183
10,2,10,1,100,12588,sub7,pub1,1319476767760,1319476767907,16,147,68,231
10,2,10,1,100,12588,sub5,pub1,1319476767760,1319476767914,16,154,104,274
10,2,10,1,100,12588,sub1,pub1,1319476767760,1319476767949,16,189,109,314
10,2,10,1,100,12588,sub8,pub1,1319476767760,1319476767956,16,196,142,354
10,2,10,1,100,12588,sub9,pub1,1319476767760,1319476767986,16,226,151,393
10,2,10,1,100,12588,sub10,pub1,1319476767760,1319476767991,16,231,186,433
10,2,10,1,100,12588,sub4,pub1,1319476767760,1319476768008,16,248,209,473
10,2,10,1,100,12588,sub2,pub1,1319476767760,1319476768036,16,276,223,515
10,3,10,1,100,12588,sub6,pub1,1319476878632,1319476878692,23,60,43,126
10,3,10,1,100,12588,sub3,pub1,1319476878632,1319476878707,23,75,71,169
10,3,10,1,100,12588,sub7,pub1,1319476878632,1319476878754,23,122,68,213
10,3,10,1,100,12588,sub5,pub1,1319476878632,1319476878765,23,133,96,252
10,3,10,1,100,12588,sub1,pub1,1319476878632,1319476878789,23,157,116,296
10,3,10,1,100,12588,sub8,pub1,1319476878632,1319476878801,23,169,145,337
10,3,10,1,100,12588,sub9,pub1,1319476878632,1319476878828,23,196,158,377
10,3,10,1,100,12588,sub10,pub1,1319476878632,1319476878832,23,200,195,418
10,3,10,1,100,12588,sub4,pub1,1319476878632,1319476878854,23,222,215,460
10,3,10,1,100,12588,sub2,pub1,1319476878632,1319476878874,23,242,237,502
10,4,10,1,100,12588,sub6,pub1,1319476989852,1319476989912,28,60,43,131
10,4,10,1,100,12588,sub3,pub1,1319476989852,1319476989929,28,77,69,174
10,4,10,1,100,12588,sub7,pub1,1319476989852,1319476989977,28,125,62,215
10,4,10,1,100,12588,sub5,pub1,1319476989852,1319476989989,28,137,89,254
10,4,10,1,100,12588,sub1,pub1,1319476989852,1319476990015,28,163,107,298
10,4,10,1,100,12588,sub8,pub1,1319476989852,1319476990025,28,173,136,337
10,4,10,1,100,12588,sub9,pub1,1319476989852,1319476990044,28,192,157,377
10,4,10,1,100,12588,sub10,pub1,1319476989852,1319476990051,28,199,190,417
10,4,10,1,100,12588,sub4,pub1,1319476989852,1319476990078,28,226,204,458
10,4,10,1,100,12588,sub2,pub1,1319476989852,1319476990099,28,247,223,498
10,5,10,1,100,12588,sub6,pub1,1319477100145,1319477100200,17,55,43,115
10,5,10,1,100,12588,sub3,pub1,1319477100145,1319477100217,17,72,65,154
10,5,10,1,100,12588,sub7,pub1,1319477100145,1319477100266,17,121,61,199
10,5,10,1,100,12588,sub5,pub1,1319477100145,1319477100276,17,131,93,241
10,5,10,1,100,12588,sub1,pub1,1319477100145,1319477100302,17,157,112,286
10,5,10,1,100,12588,sub8,pub1,1319477100145,1319477100312,17,167,141,325
10,5,10,1,100,12588,sub9,pub1,1319477100145,1319477100333,17,188,161,366
10,5,10,1,100,12588,sub10,pub1,1319477100145,1319477100342,17,197,192,406
10,5,10,1,100,12588,sub4,pub1,1319477100145,1319477100370,17,225,204,446
10,5,10,1,100,12588,sub2,pub1,1319477100145,1319477100389,17,244,225,486
10,6,10,1,100,12588,sub6,pub1,1319477211615,1319477211670,15,55,44,114
10,6,10,1,100,12588,sub3,pub1,1319477211615,1319477211685,15,70,70,155
10,6,10,1,100,12588,sub7,pub1,1319477211615,1319477211737,15,122,62,199
10,6,10,1,100,12588,sub5,pub1,1319477211615,1319477211748,15,133,95,243
10,6,10,1,100,12588,sub1,pub1,1319477211615,1319477211768,15,153,118,286
10,6,10,1,100,12588,sub8,pub1,1319477211615,1319477211784,15,169,142,326
10,6,10,1,100,12588,sub9,pub1,1319477211615,1319477211800,15,185,165,365
10,6,10,1,100,12588,sub10,pub1,1319477211615,1319477211807,15,192,198,405
10,6,10,1,100,12588,sub4,pub1,1319477211615,1319477211836,15,221,210,446
10,6,10,1,100,12588,sub2,pub1,1319477211615,1319477211856,15,241,230,486
10,7,10,1,100,12588,sub6,pub1,1319477323116,1319477323170,19,54,44,117
10,7,10,1,100,12588,sub3,pub1,1319477323116,1319477323185,19,69,70,158
10,7,10,1,100,12588,sub7,pub1,1319477323116,1319477323249,19,133,49,201
10,7,10,1,100,12588,sub5,pub1,1319477323116,1319477323254,19,138,88,245
10,7,10,1,100,12588,sub1,pub1,1319477323116,1319477323273,19,157,108,284
10,7,10,1,100,12588,sub8,pub1,1319477323116,1319477323290,19,174,132,325
10,7,10,1,100,12588,sub9,pub1,1319477323116,1319477323313,19,197,149,365
10,7,10,1,100,12588,sub10,pub1,1319477323116,1319477323324,19,208,178,405
10,7,10,1,100,12588,sub4,pub1,1319477323116,1319477323338,19,222,204,445
10,7,10,1,100,12588,sub2,pub1,1319477323116,1319477323364,19,248,218,485
10,8,10,1,100,12588,sub6,pub1,1319477434875,1319477434940,15,65,43,123
10,8,10,1,100,12588,sub3,pub1,1319477434875,1319477434956,15,81,70,166
10,8,10,1,100,12588,sub7,pub1,1319477434875,1319477435013,15,138,54,207
10,8,10,1,100,12588,sub5,pub1,1319477434875,1319477435021,15,146,90,251
10,8,10,1,100,12588,sub1,pub1,1319477434875,1319477435045,15,170,109,294
10,8,10,1,100,12588,sub8,pub1,1319477434875,1319477435056,15,181,138,334
10,8,10,1,100,12588,sub9,pub1,1319477434875,1319477435077,15,202,157,374
10,8,10,1,100,12588,sub10,pub1,1319477434875,1319477435087,15,212,188,415
10,8,10,1,100,12588,sub4,pub1,1319477434875,1319477435110,15,235,208,458
10,8,10,1,100,12588,sub2,pub1,1319477434875,1319477435133,15,258,226,499
10,9,10,1,100,12588,sub6,pub1,1319477563449,1319477563826,23,377,44,444
10,9,10,1,100,12588,sub3,pub1,1319477563449,1319477563844,23,395,69,487
10,9,10,1,100,12588,sub7,pub1,1319477563449,1319477563922,23,473,44,540
10,9,10,1,100,12588,sub8,pub1,1319477563449,1319477563931,23,482,75,580
10,9,10,1,100,12588,sub9,pub1,1319477563449,1319477563944,23,495,103,621
10,9,10,1,100,12588,sub10,pub1,1319477563449,1319477563949,23,500,137,660
10,9,10,1,100,12588,sub1,pub1,1319477563449,1319477563986,23,537,141,701
10,9,10,1,100,12588,sub5,pub1,1319477563449,1319477563990,23,541,180,744
10,9,10,1,100,12588,sub2,pub1,1319477563449,1319477564270,23,821,44,888
10,9,10,1,100,12588,sub4,pub1,1319477563449,1319477564381,23,932,42,997
10,10,10,1,100,12589,sub6,pub1,1319477681189,1319477681263,12,74,44,130
10,10,10,1,100,12589,sub3,pub1,1319477681189,1319477681277,12,88,73,173
10,10,10,1,100,12589,sub7,pub1,1319477681189,1319477681328,12,139,63,214
10,10,10,1,100,12589,sub5,pub1,1319477681189,1319477681341,12,152,93,257
10,10,10,1,100,12589,sub1,pub1,1319477681189,1319477681366,12,177,112,301
10,10,10,1,100,12589,sub8,pub1,1319477681189,1319477681381,12,192,137,341
10,10,10,1,100,12589,sub9,pub1,1319477681189,1319477681402,12,213,156,381
10,10,10,1,100,12589,sub10,pub1,1319477681189,1319477681409,12,220,189,421
10,10,10,1,100,12589,sub4,pub1,1319477681189,1319477681433,12,244,205,461
10,10,10,1,100,12589,sub2,pub1,1319477681189,1319477681458,12,269,220,501
