nTests,nTest,nSubs,nPubs,nTriples,sizeMsg,subName,pubName,tPubStore,tPushMsg,tSubStore,tTotal
30,1,10,1,10,1431,sub9,pub1,12,78,40,130
30,1,10,1,10,1431,sub10,pub1,12,86,73,171
30,1,10,1,10,1431,sub1,pub1,12,581,414,1007
30,1,10,1,10,1431,sub4,pub1,12,621,414,1047
30,1,10,1,10,1431,sub5,pub1,12,917,402,1331
30,1,10,1,10,1431,sub6,pub1,12,957,402,1371
30,1,10,1,10,1431,sub2,pub1,12,1077,406,1495
30,1,10,1,10,1431,sub7,pub1,12,1282,321,1615
30,1,10,1,10,1431,sub3,pub1,12,1525,242,1779
30,1,10,1,10,1431,sub8,pub1,12,1565,246,1823
30,2,10,1,10,1431,sub5,pub1,18,1022,402,1442
30,2,10,1,10,1431,sub9,pub1,18,1063,402,1483
30,2,10,1,10,1431,sub7,pub1,18,1102,402,1522
30,2,10,1,10,1431,sub10,pub1,18,1143,402,1563
30,2,10,1,10,1431,sub6,pub1,18,1183,402,1603
30,2,10,1,10,1431,sub4,pub1,18,1223,402,1643
30,2,10,1,10,1431,sub1,pub1,18,1263,402,1683
30,2,10,1,10,1431,sub8,pub1,18,1304,401,1723
30,2,10,1,10,1431,sub3,pub1,18,1347,398,1763
30,2,10,1,10,1431,sub2,pub1,18,1387,398,1803
30,3,10,1,10,1431,sub5,pub1,13,1759,398,2170
30,3,10,1,10,1431,sub9,pub1,13,1799,397,2209
30,3,10,1,10,1431,sub6,pub1,13,1839,398,2250
30,3,10,1,10,1431,sub7,pub1,13,1879,398,2290
30,3,10,1,10,1431,sub1,pub1,13,1919,398,2330
30,3,10,1,10,1431,sub4,pub1,13,1958,398,2369
30,3,10,1,10,1431,sub8,pub1,13,1999,398,2410
30,3,10,1,10,1431,sub10,pub1,13,2039,398,2450
30,3,10,1,10,1431,sub3,pub1,13,2078,398,2489
30,3,10,1,10,1431,sub2,pub1,13,2118,398,2529
30,4,10,1,10,1431,sub5,pub1,12,2633,397,3042
30,4,10,1,10,1431,sub9,pub1,12,2672,398,3082
30,4,10,1,10,1431,sub6,pub1,12,2712,398,3122
30,4,10,1,10,1431,sub7,pub1,12,2751,398,3161
30,4,10,1,10,1431,sub1,pub1,12,2792,398,3202
30,4,10,1,10,1431,sub4,pub1,12,3081,149,3242
30,4,10,1,10,1431,sub8,pub1,12,3081,189,3282
30,4,10,1,10,1431,sub3,pub1,12,3083,227,3322
30,4,10,1,10,1431,sub10,pub1,12,3083,267,3362
30,4,10,1,10,1431,sub2,pub1,12,3088,386,3486
30,5,10,1,10,1431,sub5,pub1,13,2941,439,3393
30,5,10,1,10,1431,sub9,pub1,13,2982,438,3433
30,5,10,1,10,1431,sub6,pub1,13,3102,398,3513
30,5,10,1,10,1431,sub7,pub1,13,3141,398,3552
30,5,10,1,10,1431,sub1,pub1,13,3181,398,3592
30,5,10,1,10,1431,sub4,pub1,13,3221,398,3632
30,5,10,1,10,1431,sub8,pub1,13,3262,398,3673
30,5,10,1,10,1431,sub3,pub1,13,3301,398,3712
30,5,10,1,10,1431,sub10,pub1,13,3341,398,3752
30,5,10,1,10,1431,sub2,pub1,13,3461,406,3880
30,6,10,1,10,1431,sub5,pub1,15,3420,446,3881
30,6,10,1,10,1431,sub9,pub1,15,3460,446,3921
30,6,10,1,10,1431,sub6,pub1,15,3588,398,4001
30,6,10,1,10,1431,sub7,pub1,15,3628,399,4042
30,6,10,1,10,1431,sub1,pub1,15,3669,398,4082
30,6,10,1,10,1431,sub4,pub1,15,3708,399,4122
30,6,10,1,10,1431,sub8,pub1,15,3748,398,4161
30,6,10,1,10,1431,sub3,pub1,15,3788,399,4202
30,6,10,1,10,1431,sub10,pub1,15,3829,398,4242
30,6,10,1,10,1431,sub2,pub1,15,3949,402,4366
30,7,10,1,10,1431,sub5,pub1,12,3291,442,3745
30,7,10,1,10,1431,sub9,pub1,12,3331,442,3785
30,7,10,1,10,1431,sub6,pub1,12,3456,398,3866
30,7,10,1,10,1431,sub7,pub1,12,3495,398,3905
30,7,10,1,10,1431,sub1,pub1,12,3535,399,3946
30,7,10,1,10,1431,sub4,pub1,12,3575,398,3985
30,7,10,1,10,1431,sub8,pub1,12,3616,398,4026
30,7,10,1,10,1431,sub3,pub1,12,3656,398,4066
30,7,10,1,10,1431,sub10,pub1,12,3696,398,4106
30,7,10,1,10,1431,sub2,pub1,12,3816,402,4230
30,8,10,1,10,1431,sub5,pub1,12,3634,438,4084
30,8,10,1,10,1431,sub9,pub1,12,3675,438,4125
30,8,10,1,10,1431,sub6,pub1,12,3794,399,4205
30,8,10,1,10,1431,sub7,pub1,12,3834,398,4244
30,8,10,1,10,1431,sub1,pub1,12,3874,402,4288
30,8,10,1,10,1431,sub4,pub1,12,3915,402,4329
30,8,10,1,10,1431,sub8,pub1,12,3955,402,4369
30,8,10,1,10,1431,sub3,pub1,12,3994,402,4408
30,8,10,1,10,1431,sub10,pub1,12,4035,402,4449
30,8,10,1,10,1431,sub2,pub1,12,4154,406,4572
30,9,10,1,10,1431,sub5,pub1,13,5648,398,6059
30,9,10,1,10,1431,sub9,pub1,13,5687,400,6100
30,9,10,1,10,1431,sub7,pub1,13,5728,398,6139
30,9,10,1,10,1431,sub6,pub1,13,5767,398,6178
30,9,10,1,10,1431,sub1,pub1,13,5808,402,6223
30,9,10,1,10,1431,sub4,pub1,13,5848,403,6264
30,9,10,1,10,1431,sub8,pub1,13,5888,402,6303
30,9,10,1,10,1431,sub3,pub1,13,5927,403,6343
30,9,10,1,10,1431,sub10,pub1,13,5968,402,6383
30,9,10,1,10,1431,sub2,pub1,13,6007,402,6422
30,10,10,1,10,1432,sub5,pub1,12,6077,399,6488
30,10,10,1,10,1432,sub9,pub1,12,6118,398,6528
30,10,10,1,10,1432,sub7,pub1,12,6157,398,6567
30,10,10,1,10,1432,sub6,pub1,12,6197,398,6607
30,10,10,1,10,1432,sub1,pub1,12,6238,398,6648
30,10,10,1,10,1432,sub4,pub1,12,6278,398,6688
30,10,10,1,10,1432,sub8,pub1,12,6318,398,6728
30,10,10,1,10,1432,sub3,pub1,12,6358,398,6768
30,10,10,1,10,1432,sub10,pub1,12,6397,399,6808
30,10,10,1,10,1432,sub2,pub1,12,6437,399,6848
30,11,10,1,10,1432,sub5,pub1,13,6346,398,6757
30,11,10,1,10,1432,sub9,pub1,13,6386,398,6797
30,11,10,1,10,1432,sub7,pub1,13,6426,398,6837
30,11,10,1,10,1432,sub6,pub1,13,6465,398,6876
30,11,10,1,10,1432,sub1,pub1,13,6509,395,6917
30,11,10,1,10,1432,sub4,pub1,13,6545,403,6961
30,11,10,1,10,1432,sub8,pub1,13,6586,401,7000
30,11,10,1,10,1432,sub3,pub1,13,6625,402,7040
30,11,10,1,10,1432,sub10,pub1,13,6665,403,7081
30,11,10,1,10,1432,sub2,pub1,13,6705,403,7121
30,12,10,1,10,1432,sub5,pub1,13,6659,398,7070
30,12,10,1,10,1432,sub9,pub1,13,6698,398,7109
30,12,10,1,10,1432,sub7,pub1,13,6738,398,7149
30,12,10,1,10,1432,sub6,pub1,13,6779,399,7191
30,12,10,1,10,1432,sub1,pub1,13,6819,398,7230
30,12,10,1,10,1432,sub4,pub1,13,6858,398,7269
30,12,10,1,10,1432,sub8,pub1,13,6898,399,7310
30,12,10,1,10,1432,sub3,pub1,13,6939,398,7350
30,12,10,1,10,1432,sub10,pub1,13,6978,399,7390
30,12,10,1,10,1432,sub2,pub1,13,7019,398,7430
30,13,10,1,10,1432,sub5,pub1,13,6484,399,6896
30,13,10,1,10,1432,sub9,pub1,13,6524,399,6936
30,13,10,1,10,1432,sub7,pub1,13,6564,399,6976
30,13,10,1,10,1432,sub6,pub1,13,6604,399,7016
30,13,10,1,10,1432,sub1,pub1,13,6644,399,7056
30,13,10,1,10,1432,sub4,pub1,13,6684,399,7096
30,13,10,1,10,1432,sub8,pub1,13,6724,399,7136
30,13,10,1,10,1432,sub3,pub1,13,6764,399,7176
30,13,10,1,10,1432,sub10,pub1,13,6804,399,7216
30,13,10,1,10,1432,sub2,pub1,13,6844,398,7255
30,14,10,1,10,1432,sub5,pub1,13,6632,399,7044
30,14,10,1,10,1432,sub9,pub1,13,6672,399,7084
30,14,10,1,10,1432,sub7,pub1,13,6712,398,7123
30,14,10,1,10,1432,sub6,pub1,13,6752,399,7164
30,14,10,1,10,1432,sub1,pub1,13,6792,399,7204
30,14,10,1,10,1432,sub4,pub1,13,6832,399,7244
30,14,10,1,10,1432,sub8,pub1,13,6872,399,7284
30,14,10,1,10,1432,sub3,pub1,13,6912,399,7324
30,14,10,1,10,1432,sub10,pub1,13,6952,399,7364
30,14,10,1,10,1432,sub2,pub1,13,6992,400,7405
30,15,10,1,10,1432,sub5,pub1,12,6968,402,7382
30,15,10,1,10,1432,sub9,pub1,12,7013,398,7423
30,15,10,1,10,1432,sub7,pub1,12,7052,399,7463
30,15,10,1,10,1432,sub6,pub1,12,7092,399,7503
30,15,10,1,10,1432,sub1,pub1,12,7132,399,7543
30,15,10,1,10,1432,sub4,pub1,12,7172,399,7583
30,15,10,1,10,1432,sub8,pub1,12,7212,399,7623
30,15,10,1,10,1432,sub3,pub1,12,7252,399,7663
