nTests,nTest,nSubs,nPubs,nTriples,sizeMsg,subName,pubName,tPubStore,tPushMsg,tSubStore,tTotal
1,1,500,100,10,1433,sub198,pub1,31,22,39,92
1,1,500,100,10,1433,sub424,pub1,31,25,75,131
1,1,500,100,10,1433,sub420,pub1,31,31,108,170
1,1,500,100,10,1433,sub448,pub1,31,34,146,211
1,1,500,100,10,1433,sub450,pub1,31,36,184,251
1,1,500,100,10,1433,sub264,pub1,31,46,214,291
1,1,500,100,10,1433,sub426,pub1,31,47,252,330
1,1,500,100,10,1433,sub467,pub1,31,48,292,371
1,1,500,100,10,1433,sub180,pub1,31,53,327,411
1,1,500,100,10,1433,sub85,pub1,31,58,363,452
1,1,500,100,10,1433,sub265,pub1,31,61,399,491
1,1,500,100,10,1433,sub181,pub1,31,62,437,530
1,1,500,100,10,1433,sub422,pub1,31,69,470,570
1,1,500,100,10,1433,sub322,pub1,31,70,510,611
1,1,500,100,10,1433,sub459,pub1,31,72,547,650
1,1,500,100,10,1433,sub343,pub1,31,73,586,690
1,1,500,100,10,1433,sub487,pub1,31,74,626,731
1,1,500,100,10,1433,sub25,pub1,31,75,665,771
1,1,500,100,10,1433,sub158,pub1,31,76,704,811
1,1,500,100,10,1433,sub182,pub1,31,80,739,850
1,1,500,100,10,1433,sub407,pub1,31,84,776,891
1,1,500,100,10,1433,sub247,pub1,31,91,862,984
1,1,500,100,10,1433,sub346,pub1,31,87,868,986
1,1,500,100,10,1433,sub177,pub1,31,95,901,1027
1,1,500,100,10,1433,sub208,pub1,31,105,932,1068
1,1,500,100,10,1433,sub129,pub1,31,106,971,1108
1,1,500,100,10,1433,sub120,pub1,31,107,1012,1150
1,1,500,100,10,1433,sub6,pub1,31,109,1051,1191
1,1,500,100,10,1433,sub307,pub1,31,111,1089,1231
1,1,500,100,10,1433,sub153,pub1,31,113,1127,1271
1,1,500,100,10,1433,sub396,pub1,31,116,1164,1311
1,1,500,100,10,1433,sub187,pub1,31,121,1198,1350
1,1,500,100,10,1433,sub397,pub1,31,122,1238,1391
1,1,500,100,10,1433,sub215,pub1,31,123,1276,1430
1,1,500,100,10,1433,sub454,pub1,31,128,1311,1470
1,1,500,100,10,1433,sub37,pub1,31,147,1333,1511
1,1,500,100,10,1433,sub268,pub1,31,154,1365,1550
1,1,500,100,10,1433,sub146,pub1,31,166,1394,1591
1,1,500,100,10,1433,sub87,pub1,31,169,1431,1631
1,1,500,100,10,1433,sub289,pub1,31,173,1467,1671
1,1,500,100,10,1433,sub111,pub1,31,174,1505,1710
1,1,500,100,10,1433,sub23,pub1,31,177,1542,1750
1,1,500,100,10,1433,sub66,pub1,31,180,1579,1790
