nTests,nTest,nSubs,nPubs,nTriples,sizeMsg,subName,pubName,tPubStore,tPushMsg,tSubStore,tTotal
1,1,1,1,10,1429,sub99,pub1,25,1632,2508,4165
1,1,1,1,10,1429,sub72,pub1,25,1634,2546,4205
1,1,1,1,10,1429,sub71,pub1,25,1641,2579,4245
1,1,1,1,10,1429,sub13,pub1,25,1644,2616,4285
1,1,1,1,10,1429,sub46,pub1,25,1641,2656,4322
1,1,1,1,10,1429,sub21,pub1,25,1639,2693,4357
1,1,1,1,10,1429,sub10,pub1,25,1649,2732,4406
1,1,1,1,10,1429,sub31,pub1,25,1652,2769,4446
1,1,1,1,10,1429,sub44,pub1,25,1655,2805,4485
1,1,1,1,10,1429,sub92,pub1,25,1660,2844,4529
1,1,1,1,10,1429,sub96,pub1,25,1666,2878,4569
1,1,1,1,10,1429,sub86,pub1,25,1670,2914,4609
1,1,1,1,10,1429,sub64,pub1,25,1701,2924,4650
1,1,1,1,10,1429,sub23,pub1,25,1705,2959,4689
1,1,1,1,10,1429,sub26,pub1,25,1709,2985,4719
1,1,1,1,10,1429,sub83,pub1,25,1722,3024,4771
1,1,1,1,10,1429,sub78,pub1,25,1726,3046,4797
1,1,1,1,10,1429,sub45,pub1,25,1781,3039,4845
1,1,1,1,10,1429,sub35,pub1,25,1820,3045,4890
1,1,1,1,10,1429,sub82,pub1,25,1709,3182,4916
1,1,1,1,10,1429,sub98,pub1,25,1944,3002,4971
1,1,1,1,10,1429,sub8,pub1,25,1729,3255,5009
1,1,1,1,10,1429,sub38,pub1,25,2024,3003,5052
1,1,1,1,10,1429,sub66,pub1,25,2047,3018,5090
1,1,1,1,10,1429,sub74,pub1,25,2064,3041,5130
1,1,1,1,10,1429,sub47,pub1,25,2104,3041,5170
1,1,1,1,10,1429,sub97,pub1,25,2144,3042,5211
1,1,1,1,10,1429,sub41,pub1,25,2184,3042,5251
1,1,1,1,10,1429,sub39,pub1,25,2224,3042,5291
1,1,1,1,10,1429,sub89,pub1,25,2264,3042,5331
1,1,1,1,10,1429,sub40,pub1,25,2304,3042,5371
1,1,1,1,10,1429,sub77,pub1,25,2344,3042,5411
1,1,1,1,10,1429,sub84,pub1,25,2384,3042,5451
1,1,1,1,10,1429,sub81,pub1,25,2424,3042,5491
1,1,1,1,10,1429,sub95,pub1,25,2464,3042,5531
1,1,1,1,10,1429,sub27,pub1,25,2504,3042,5571
1,1,1,1,10,1429,sub79,pub1,25,2544,3042,5611
1,1,1,1,10,1429,sub69,pub1,25,2624,3002,5651
1,1,1,1,10,1429,sub17,pub1,25,2664,3002,5691
1,1,1,1,10,1429,sub11,pub1,25,2057,3648,5730
1,1,1,1,10,1429,sub56,pub1,25,2704,3042,5771
1,1,1,1,10,1429,sub52,pub1,25,2744,3042,5811
1,1,1,1,10,1429,sub33,pub1,25,2784,3042,5851
1,1,1,1,10,1429,sub43,pub1,25,3184,3045,6254
1,1,1,1,10,1429,sub59,pub1,25,3144,3084,6253
1,1,1,1,10,1429,sub67,pub1,25,3104,3128,6257
1,1,1,1,10,1429,sub60,pub1,25,3064,3172,6261
1,1,1,1,10,1429,sub29,pub1,25,3024,3216,6265
1,1,1,1,10,1429,sub28,pub1,25,2984,3258,6267
1,1,1,1,10,1429,sub25,pub1,25,2944,3302,6271
1,1,1,1,10,1429,sub55,pub1,25,2904,3345,6274
1,1,1,1,10,1429,sub48,pub1,25,2864,3390,6279
1,1,1,1,10,1429,sub88,pub1,25,2824,3440,6289
1,1,1,1,10,1429,sub54,pub1,25,3224,3044,6293
1,1,1,1,10,1429,sub49,pub1,25,3264,3040,6329
1,1,1,1,10,1429,sub91,pub1,25,3304,3046,6375
1,1,1,1,10,1429,sub15,pub1,25,3344,3046,6415
1,1,1,1,10,1429,sub53,pub1,25,3384,3046,6455
1,1,1,1,10,1429,sub93,pub1,25,3424,3046,6495
1,1,1,1,10,1429,sub42,pub1,25,3464,3046,6535
1,1,1,1,10,1429,sub73,pub1,25,3504,3046,6575
1,1,1,1,10,1429,sub6,pub1,25,3544,3046,6615
1,1,1,1,10,1429,sub20,pub1,25,3584,3046,6655
1,1,1,1,10,1429,sub19,pub1,25,3663,3006,6694
1,1,1,1,10,1429,sub100,pub1,25,3704,3006,6735
1,1,1,1,10,1429,sub61,pub1,25,3744,3006,6775
1,1,1,1,10,1429,sub85,pub1,25,3783,3006,6814
1,1,1,1,10,1429,sub80,pub1,25,4110,2720,6855
1,1,1,1,10,1429,sub9,pub1,25,4111,2759,6895
1,1,1,1,10,1429,sub58,pub1,25,4114,2795,6934
1,1,1,1,10,1429,sub90,pub1,25,4119,2831,6975
1,1,1,1,10,1429,sub32,pub1,25,4118,2871,7014
1,1,1,1,10,1429,sub24,pub1,25,4122,2907,7054
1,1,1,1,10,1429,sub3,pub1,25,4132,2937,7094
1,1,1,1,10,1429,sub4,pub1,25,4136,2974,7135
1,1,1,1,10,1429,sub50,pub1,25,1735,6045,7805
1,1,1,1,10,1429,sub16,pub1,25,1729,6086,7840
1,1,1,1,10,1429,sub18,pub1,25,1806,6055,7886
1,1,1,1,10,1429,sub75,pub1,25,2081,6188,8294
1,1,1,1,10,1429,sub94,pub1,25,1726,6576,8327
1,1,1,1,10,1429,sub14,pub1,25,1732,6617,8374
1,1,1,1,10,1429,sub70,pub1,25,1808,6581,8414
1,1,1,1,10,1429,sub51,pub1,25,2584,6102,8711
1,1,1,1,10,1429,sub68,pub1,25,9861,1165,11051
1,1,1,1,10,1429,sub63,pub1,25,1724,9449,11198
1,1,1,1,10,1429,sub7,pub1,25,1732,9488,11245
