nTests,nTest,nSubs,nPubs,nTriples,sizeMsg,subName,pubName,tPubStore,tPushMsg,tSubStore,tTotal
1,1,10,10,1,314,sub5,pub1,14,9042,76,9132
1,1,10,10,1,314,sub2,pub1,14,9048,111,9173
1,1,10,10,1,314,sub4,pub1,14,9062,137,9213
1,1,10,10,1,314,sub1,pub1,14,9062,177,9253
1,1,10,10,1,314,sub6,pub1,14,9064,215,9293
1,1,10,10,1,314,sub7,pub1,14,9098,242,9354
1,1,10,10,1,314,sub8,pub1,14,9415,215,9644
1,1,10,10,1,314,sub10,pub1,14,9595,236,9845
1,1,10,10,1,314,sub3,pub1,14,9716,155,9885
1,1,10,10,1,314,sub9,pub1,14,9795,116,9925
1,1,10,10,1,314,sub8,pub1,10,5015,143,5168
1,1,10,10,1,314,sub2,pub1,10,5016,182,5208
1,1,10,10,1,314,sub1,pub1,10,5041,293,5344
1,1,10,10,1,314,sub5,pub1,10,5295,403,5708
1,1,10,10,1,314,sub7,pub1,10,5496,330,5836
1,1,10,10,1,314,sub6,pub1,10,5790,400,6200
1,1,10,10,1,314,sub10,pub1,10,5995,311,6316
1,1,10,10,1,314,sub4,pub1,10,6074,272,6356
1,1,10,10,1,314,sub3,pub1,10,6154,232,6396
1,1,10,10,1,314,sub9,pub1,10,6272,155,6437
1,1,10,10,1,314,sub10,pub1,13,6486,1,6500
1,1,10,10,1,314,sub4,pub1,13,6502,39,6554
1,1,10,10,1,314,sub1,pub1,13,6505,76,6594
1,1,10,10,1,314,sub3,pub1,13,6532,89,6634
1,1,10,10,1,314,sub2,pub1,13,6539,122,6674
1,1,10,10,1,314,sub9,pub1,13,6540,161,6714
1,1,10,10,1,314,sub5,pub1,13,6576,165,6754
1,1,10,10,1,314,sub8,pub1,13,6576,205,6794
1,1,10,10,1,314,sub6,pub1,13,6581,240,6834
1,1,10,10,1,314,sub7,pub1,13,6588,273,6874
1,1,10,10,1,314,sub10,pub1,15,8124,41,8180
1,1,10,10,1,314,sub4,pub1,15,8129,76,8220
1,1,10,10,1,314,sub1,pub1,15,8137,108,8260
1,1,10,10,1,314,sub3,pub1,15,8145,140,8300
1,1,10,10,1,314,sub2,pub1,15,8145,180,8340
1,1,10,10,1,314,sub9,pub1,15,8164,201,8380
1,1,10,10,1,314,sub5,pub1,15,8170,235,8420
1,1,10,10,1,314,sub8,pub1,15,8171,274,8460
1,1,10,10,1,314,sub6,pub1,15,8174,310,8499
1,1,10,10,1,314,sub7,pub1,15,8182,343,8540
1,1,10,10,1,314,sub68,pub1,14,9425,78,9517
1,1,10,10,1,314,sub44,pub1,14,11280,40,11334
1,1,10,10,1,314,sub95,pub1,14,13452,208,13674
1,1,10,10,1,314,sub24,pub1,14,13622,157,13793
1,1,10,10,1,314,sub55,pub1,14,15763,172,15949
1,1,10,10,1,314,sub93,pub1,14,16251,40,16305
1,1,10,10,1,314,sub74,pub1,14,16375,40,16429
1,1,10,10,1,314,sub100,pub1,14,16795,40,16849
1,1,10,10,1,314,sub55,pub2,12,250,132,394
1,1,10,10,1,314,sub68,pub2,12,267,195,474
1,1,10,10,1,314,sub55,pub3,12,327,119,458
1,1,10,10,1,314,sub11,pub1,14,17955,40,18009
1,1,10,10,1,314,sub11,pub2,12,847,39,898
1,1,10,10,1,314,sub68,pub3,12,633,74,719
1,1,10,10,1,314,sub93,pub2,12,884,82,978
1,1,10,10,1,314,sub11,pub3,12,667,119,798
1,1,10,10,1,314,sub95,pub2,12,1011,40,1063
1,1,10,10,1,314,sub74,pub2,12,1018,72,1102
1,1,10,10,1,314,sub93,pub3,12,817,93,922
1,1,10,10,1,314,sub44,pub2,12,1128,43,1183
1,1,10,10,1,314,sub74,pub3,12,1057,38,1107
1,1,10,10,1,314,sub44,pub3,12,1103,39,1154
1,1,10,10,1,314,sub44,pub4,12,326,39,377
1,1,10,10,1,314,sub55,pub4,12,358,47,417
1,1,10,10,1,314,sub74,pub4,12,420,38,470
1,1,10,10,1,314,sub93,pub4,12,518,39,569
1,1,10,10,1,314,sub95,pub3,12,1422,40,1474
1,1,10,10,1,314,sub11,pub4,12,700,41,753
1,1,10,10,1,314,sub68,pub4,12,704,77,793
1,1,10,10,1,314,sub95,pub4,12,770,131,913
1,1,10,10,1,314,sub11,pub5,12,337,83,432
1,1,10,10,1,314,sub12,pub1,14,19052,115,19181
1,1,10,10,1,314,sub44,pub5,12,362,137,511
1,1,10,10,1,314,sub68,pub5,12,371,168,551
1,1,10,10,1,314,sub95,pub5,12,410,257,679
1,1,10,10,1,314,sub93,pub5,12,454,253,719
1,1,10,10,1,314,sub12,pub2,12,2019,287,2318
1,1,10,10,1,314,sub11,pub6,12,389,246,647
1,1,10,10,1,314,sub31,pub1,14,19334,201,19549
1,1,10,10,1,314,sub100,pub2,12,2202,312,2526
1,1,10,10,1,314,sub95,pub6,12,516,327,855
1,1,10,10,1,314,sub68,pub6,12,517,366,895
1,1,10,10,1,314,sub93,pub6,12,556,367,935
1,1,10,10,1,314,sub12,pub3,12,2087,367,2466
1,1,10,10,1,314,sub11,pub7,12,281,353,646
1,1,10,10,1,314,sub31,pub2,12,2387,367,2766
1,1,10,10,1,314,sub55,pub5,12,888,347,1247
1,1,10,10,1,314,sub100,pub3,12,2295,443,2750
1,1,10,10,1,314,sub95,pub7,12,475,443,930
1,1,10,10,1,314,sub68,pub7,12,515,443,970
1,1,10,10,1,314,sub93,pub7,12,555,443,1010
1,1,10,10,1,314,sub12,pub4,12,1638,443,2093
1,1,10,10,1,314,sub31,pub3,12,2535,403,2950
1,1,10,10,1,314,sub55,pub6,12,1085,402,1499
1,1,10,10,1,314,sub11,pub8,12,580,474,1066
1,1,10,10,1,314,sub80,pub1,14,20031,477,20522
1,1,10,10,1,314,sub24,pub2,12,2932,506,3450
1,1,10,10,1,314,sub44,pub6,12,1221,546,1779
1,1,10,10,1,314,sub100,pub4,12,1922,559,2493
1,1,10,10,1,314,sub95,pub8,12,734,559,1305
1,1,10,10,1,314,sub68,pub8,12,774,559,1345
1,1,10,10,1,314,sub93,pub8,12,814,559,1385
1,1,10,10,1,314,sub12,pub5,12,1560,559,2131
1,1,10,10,1,314,sub31,pub4,12,2122,559,2693
1,1,10,10,1,314,sub55,pub7,12,1120,559,1691
1,1,10,10,1,314,sub52,pub1,14,20431,604,21049
1,1,10,10,1,314,sub80,pub2,12,3359,572,3943
1,1,10,10,1,314,sub24,pub3,12,3220,534,3766
1,1,10,10,1,314,sub44,pub7,12,1400,615,2027
1,1,10,10,1,314,sub100,pub5,12,1960,615,2587
1,1,10,10,1,314,sub12,pub6,12,1968,495,2475
1,1,10,10,1,314,sub31,pub5,12,2160,495,2667
1,1,10,10,1,314,sub55,pub8,12,1495,494,2001
1,1,10,10,1,314,sub8,pub1,14,20999,525,21538
1,1,10,10,1,314,sub52,pub2,12,3887,527,4426
1,1,10,10,1,314,sub80,pub3,12,3713,601,4326
1,1,10,10,1,314,sub24,pub4,12,2938,639,3589
1,1,10,10,1,314,sub22,pub1,14,21207,688,21909
1,1,10,10,1,314,sub44,pub8,12,1830,691,2533
1,1,10,10,1,314,sub100,pub6,12,2424,691,3127
1,1,10,10,1,314,sub12,pub7,12,2095,691,2798
1,1,10,10,1,314,sub31,pub6,12,2504,691,3207
1,1,10,10,1,314,sub8,pub2,12,4375,571,4958
1,1,10,10,1,314,sub52,pub3,12,4195,571,4778
1,1,10,10,1,314,sub80,pub4,12,3498,531,4041
1,1,10,10,1,314,sub24,pub5,12,3056,491,3559
